Record Length,2.500000e+03,,  -0.250000000000,  -0.03440,
Sample Interval,2.000000e-04,,  -0.249800000000,  -0.03520,
Trigger Point,1.250000000000e+03,,  -0.249600000000,  -0.03520,
,,,  -0.249400000000,  -0.03440,
,,,  -0.249200000000,  -0.03440,
,,,  -0.249000000000,  -0.03440,
Source,CH1,,  -0.248800000000,  -0.03360,
Vertical Units,V,,  -0.248600000000,  -0.03440,
Vertical Scale,2.000000e-02,,  -0.248400000000,  -0.03440,
Vertical Offset,1.080000e-01,,  -0.248200000000,  -0.03360,
Horizontal Units,s,,  -0.248000000000,  -0.03440,
Horizontal Scale,5.000000e-02,,  -0.247800000000,  -0.03440,
Pt Fmt,Y,,  -0.247600000000,  -0.03520,
Yzero,0.000000e+00,,  -0.247400000000,  -0.03520,
Probe Atten,1.000000e+00,,  -0.247200000000,  -0.03520,
Model Number,TDS2002B,,  -0.247000000000,  -0.03600,
Serial Number,C100563,,  -0.246800000000,  -0.03600,
Firmware Version,FV:v22.01,,  -0.246600000000,  -0.03840,
,,,-00.246400000000,  -0.03920,
,,,-00.246200000000,  -0.03920,
,,,-00.246000000000,  -0.04080,
,,,-00.245800000000,  -0.04160,
,,,-00.245600000000,  -0.04240,
,,,-00.245400000000,  -0.04320,
,,,-00.245200000000,  -0.04320,
,,,-00.245000000000,  -0.04560,
,,,-00.244800000000,  -0.04560,
,,,-00.244600000000,  -0.04720,
,,,-00.244400000000,  -0.04880,
,,,-00.244200000000,  -0.04960,
,,,-00.244000000000,  -0.05120,
,,,-00.243800000000,  -0.05280,
,,,-00.243600000000,  -0.05440,
,,,-00.243400000000,  -0.05440,
,,,-00.243200000000,  -0.05600,
,,,-00.243000000000,  -0.05760,
,,,-00.242800000000,  -0.05840,
,,,-00.242600000000,  -0.05920,
,,,-00.242400000000,  -0.06000,
,,,-00.242200000000,  -0.06160,
,,,-00.242000000000,  -0.06320,
,,,-00.241800000000,  -0.06320,
,,,-00.241600000000,  -0.06480,
,,,-00.241400000000,  -0.06640,
,,,-00.241200000000,  -0.06800,
,,,-00.241000000000,  -0.06800,
,,,-00.240800000000,  -0.07040,
,,,-00.240600000000,  -0.07120,
,,,-00.240400000000,  -0.07200,
,,,-00.240200000000,  -0.07360,
,,,-00.240000000000,  -0.07680,
,,,-00.239800000000,  -0.07840,
,,,-00.239600000000,  -0.08160,
,,,-00.239400000000,  -0.08480,
,,,-00.239200000000,  -0.08560,
,,,-00.239000000000,  -0.08800,
,,,-00.238800000000,  -0.08960,
,,,-00.238600000000,  -0.09120,
,,,-00.238400000000,  -0.09200,
,,,-00.238200000000,  -0.09520,
,,,-00.238000000000,  -0.09680,
,,,-00.237800000000,  -0.09840,
,,,-00.237600000000,  -0.10080,
,,,-00.237400000000,  -0.10240,
,,,-00.237200000000,  -0.10640,
,,,-00.237000000000,  -0.10720,
,,,-00.236800000000,  -0.11040,
,,,-00.236600000000,  -0.11120,
,,,-00.236400000000,  -0.11360,
,,,-00.236200000000,  -0.11520,
,,,-00.236000000000,  -0.11600,
,,,-00.235800000000,  -0.11680,
,,,-00.235600000000,  -0.11920,
,,,-00.235400000000,  -0.12080,
,,,-00.235200000000,  -0.12160,
,,,-00.235000000000,  -0.12320,
,,,-00.234800000000,  -0.12400,
,,,-00.234600000000,  -0.12720,
,,,-00.234400000000,  -0.12800,
,,,-00.234200000000,  -0.12880,
,,,-00.234000000000,  -0.13040,
,,,-00.233800000000,  -0.13200,
,,,-00.233600000000,  -0.13280,
,,,-00.233400000000,  -0.13360,
,,,-00.233200000000,  -0.13680,
,,,-00.233000000000,  -0.13760,
,,,-00.232800000000,  -0.14080,
,,,-00.232600000000,  -0.14240,
,,,-00.232400000000,  -0.14400,
,,,-00.232200000000,  -0.14400,
,,,-00.232000000000,  -0.14560,
,,,-00.231800000000,  -0.14640,
,,,-00.231600000000,  -0.14720,
,,,-00.231400000000,  -0.14960,
,,,-00.231200000000,  -0.15040,
,,,-00.231000000000,  -0.15120,
,,,-00.230800000000,  -0.15280,
,,,-00.230600000000,  -0.15440,
,,,-00.230400000000,  -0.15600,
,,,-00.230200000000,  -0.15600,
,,,-00.230000000000,  -0.15760,
,,,-00.229800000000,  -0.15840,
,,,-00.229600000000,  -0.15920,
,,,-00.229400000000,  -0.15920,
,,,-00.229200000000,  -0.16000,
,,,-00.229000000000,  -0.16080,
,,,-00.228800000000,  -0.16080,
,,,-00.228600000000,  -0.16160,
,,,-00.228400000000,  -0.16240,
,,,-00.228200000000,  -0.16240,
,,,-00.228000000000,  -0.16320,
,,,-00.227800000000,  -0.16400,
,,,-00.227600000000,  -0.16480,
,,,-00.227400000000,  -0.16560,
,,,-00.227200000000,  -0.16560,
,,,-00.227000000000,  -0.16640,
,,,-00.226800000000,  -0.16640,
,,,-00.226600000000,  -0.16720,
,,,-00.226400000000,  -0.16800,
,,,-00.226200000000,  -0.16880,
,,,-00.226000000000,  -0.16880,
,,,-00.225800000000,  -0.16960,
,,,-00.225600000000,  -0.17120,
,,,-00.225400000000,  -0.17040,
,,,-00.225200000000,  -0.17120,
,,,-00.225000000000,  -0.17200,
,,,-00.224800000000,  -0.17200,
,,,-00.224600000000,  -0.17200,
,,,-00.224400000000,  -0.17280,
,,,-00.224200000000,  -0.17280,
,,,-00.224000000000,  -0.17360,
,,,-00.223800000000,  -0.17360,
,,,-00.223600000000,  -0.17360,
,,,-00.223400000000,  -0.17440,
,,,-00.223200000000,  -0.17520,
,,,-00.223000000000,  -0.17440,
,,,-00.222800000000,  -0.17440,
,,,-00.222600000000,  -0.17440,
,,,-00.222400000000,  -0.17520,
,,,-00.222200000000,  -0.17600,
,,,-00.222000000000,  -0.17520,
,,,-00.221800000000,  -0.17520,
,,,-00.221600000000,  -0.17520,
,,,-00.221400000000,  -0.17600,
,,,-00.221200000000,  -0.17600,
,,,-00.221000000000,  -0.17520,
,,,-00.220800000000,  -0.17600,
,,,-00.220600000000,  -0.17600,
,,,-00.220400000000,  -0.17680,
,,,-00.220200000000,  -0.17520,
,,,-00.220000000000,  -0.17600,
,,,-00.219800000000,  -0.17600,
,,,-00.219600000000,  -0.17600,
,,,-00.219400000000,  -0.17680,
,,,-00.219200000000,  -0.17680,
,,,-00.219000000000,  -0.17680,
,,,-00.218800000000,  -0.17680,
,,,-00.218600000000,  -0.17680,
,,,-00.218400000000,  -0.17680,
,,,-00.218200000000,  -0.17600,
,,,-00.218000000000,  -0.17600,
,,,-00.217800000000,  -0.17520,
,,,-00.217600000000,  -0.17600,
,,,-00.217400000000,  -0.17520,
,,,-00.217200000000,  -0.17600,
,,,-00.217000000000,  -0.17520,
,,,-00.216800000000,  -0.17440,
,,,-00.216600000000,  -0.17520,
,,,-00.216400000000,  -0.17440,
,,,-00.216200000000,  -0.17440,
,,,-00.216000000000,  -0.17440,
,,,-00.215800000000,  -0.17360,
,,,-00.215600000000,  -0.17440,
,,,-00.215400000000,  -0.17440,
,,,-00.215200000000,  -0.17440,
,,,-00.215000000000,  -0.17440,
,,,-00.214800000000,  -0.17360,
,,,-00.214600000000,  -0.17280,
,,,-00.214400000000,  -0.17280,
,,,-00.214200000000,  -0.17280,
,,,-00.214000000000,  -0.17200,
,,,-00.213800000000,  -0.17120,
,,,-00.213600000000,  -0.17280,
,,,-00.213400000000,  -0.17120,
,,,-00.213200000000,  -0.17120,
,,,-00.213000000000,  -0.17040,
,,,-00.212800000000,  -0.17040,
,,,-00.212600000000,  -0.16960,
,,,-00.212400000000,  -0.16880,
,,,-00.212200000000,  -0.16880,
,,,-00.212000000000,  -0.16800,
,,,-00.211800000000,  -0.16720,
,,,-00.211600000000,  -0.16720,
,,,-00.211400000000,  -0.16720,
,,,-00.211200000000,  -0.16640,
,,,-00.211000000000,  -0.16560,
,,,-00.210800000000,  -0.16560,
,,,-00.210600000000,  -0.16480,
,,,-00.210400000000,  -0.16320,
,,,-00.210200000000,  -0.16320,
,,,-00.210000000000,  -0.16240,
,,,-00.209800000000,  -0.16080,
,,,-00.209600000000,  -0.16000,
,,,-00.209400000000,  -0.16000,
,,,-00.209200000000,  -0.15920,
,,,-00.209000000000,  -0.15840,
,,,-00.208800000000,  -0.15920,
,,,-00.208600000000,  -0.15840,
,,,-00.208400000000,  -0.15680,
,,,-00.208200000000,  -0.15760,
,,,-00.208000000000,  -0.15760,
,,,-00.207800000000,  -0.15600,
,,,-00.207600000000,  -0.15520,
,,,-00.207400000000,  -0.15440,
,,,-00.207200000000,  -0.15360,
,,,-00.207000000000,  -0.15280,
,,,-00.206800000000,  -0.15200,
,,,-00.206600000000,  -0.15120,
,,,-00.206400000000,  -0.14960,
,,,-00.206200000000,  -0.14960,
,,,-00.206000000000,  -0.14800,
,,,-00.205800000000,  -0.14640,
,,,-00.205600000000,  -0.14480,
,,,-00.205400000000,  -0.14320,
,,,-00.205200000000,  -0.14240,
,,,-00.205000000000,  -0.14080,
,,,-00.204800000000,  -0.14080,
,,,-00.204600000000,  -0.13920,
,,,-00.204400000000,  -0.13760,
,,,-00.204200000000,  -0.13760,
,,,-00.204000000000,  -0.13680,
,,,-00.203800000000,  -0.13440,
,,,-00.203600000000,  -0.13280,
,,,-00.203400000000,  -0.13120,
,,,-00.203200000000,  -0.12960,
,,,-00.203000000000,  -0.12720,
,,,-00.202800000000,  -0.12560,
,,,-00.202600000000,  -0.12400,
,,,-00.202400000000,  -0.12400,
,,,-00.202200000000,  -0.12160,
,,,-00.202000000000,  -0.12160,
,,,-00.201800000000,  -0.12080,
,,,-00.201600000000,  -0.11920,
,,,-00.201400000000,  -0.11840,
,,,-00.201200000000,  -0.11760,
,,,-00.201000000000,  -0.11600,
,,,-00.200800000000,  -0.11520,
,,,-00.200600000000,  -0.11360,
,,,-00.200400000000,  -0.11200,
,,,-00.200200000000,  -0.11040,
,,,-00.200000000000,  -0.10960,
,,,-00.199800000000,  -0.10800,
,,,-00.199600000000,  -0.10640,
,,,-00.199400000000,  -0.10560,
,,,-00.199200000000,  -0.10320,
,,,-00.199000000000,  -0.10080,
,,,-00.198800000000,  -0.09840,
,,,-00.198600000000,  -0.09680,
,,,-00.198400000000,  -0.09520,
,,,-00.198200000000,  -0.09280,
,,,-00.198000000000,  -0.09200,
,,,-00.197800000000,  -0.09040,
,,,-00.197600000000,  -0.08880,
,,,-00.197400000000,  -0.08640,
,,,-00.197200000000,  -0.08480,
,,,-00.197000000000,  -0.08400,
,,,-00.196800000000,  -0.08160,
,,,-00.196600000000,  -0.08000,
,,,-00.196400000000,  -0.07760,
,,,-00.196200000000,  -0.07600,
,,,-00.196000000000,  -0.07360,
,,,-00.195800000000,  -0.07200,
,,,-00.195600000000,  -0.07040,
,,,-00.195400000000,  -0.06960,
,,,-00.195200000000,  -0.06800,
,,,-00.195000000000,  -0.06640,
,,,-00.194800000000,  -0.06480,
,,,-00.194600000000,  -0.06320,
,,,-00.194400000000,  -0.06240,
,,,-00.194200000000,  -0.06160,
,,,-00.194000000000,  -0.06160,
,,,-00.193800000000,  -0.05920,
,,,-00.193600000000,  -0.05920,
,,,-00.193400000000,  -0.05680,
,,,-00.193200000000,  -0.05680,
,,,-00.193000000000,  -0.05520,
,,,-00.192800000000,  -0.05440,
,,,-00.192600000000,  -0.05440,
,,,-00.192400000000,  -0.05200,
,,,-00.192200000000,  -0.05120,
,,,-00.192000000000,  -0.04960,
,,,-00.191800000000,  -0.04880,
,,,-00.191600000000,  -0.04800,
,,,-00.191400000000,  -0.04560,
,,,-00.191200000000,  -0.04560,
,,,-00.191000000000,  -0.04480,
,,,-00.190800000000,  -0.04400,
,,,-00.190600000000,  -0.04240,
,,,-00.190400000000,  -0.04240,
,,,-00.190200000000,  -0.04160,
,,,-00.190000000000,  -0.04080,
,,,-00.189800000000,  -0.04000,
,,,-00.189600000000,  -0.03840,
,,,-00.189400000000,  -0.03920,
,,,-00.189200000000,  -0.03760,
,,,-00.189000000000,  -0.03760,
,,,-00.188800000000,  -0.03680,
,,,-00.188600000000,  -0.03680,
,,,-00.188400000000,  -0.03600,
,,,-00.188200000000,  -0.03600,
,,,-00.188000000000,  -0.03520,
,,,-00.187800000000,  -0.03440,
,,,-00.187600000000,  -0.03440,
,,,-00.187400000000,  -0.03360,
,,,-00.187200000000,  -0.03440,
,,,-00.187000000000,  -0.03360,
,,,-00.186800000000,  -0.03360,
,,,-00.186600000000,  -0.03360,
,,,-00.186400000000,  -0.03360,
,,,-00.186200000000,  -0.03360,
,,,-00.186000000000,  -0.03440,
,,,-00.185800000000,  -0.03440,
,,,-00.185600000000,  -0.03360,
,,,-00.185400000000,  -0.03520,
,,,-00.185200000000,  -0.03520,
,,,-00.185000000000,  -0.03680,
,,,-00.184800000000,  -0.03680,
,,,-00.184600000000,  -0.03840,
,,,-00.184400000000,  -0.03760,
,,,-00.184200000000,  -0.03760,
