Wavelength,UHP-T-405-EP,UHP-T-415-SR,UHP-T-425-SR,UHP-T-435-SR,UHP-T-450-EP,UHP-T-460-DI,UHP-T-488-SR,UHP-T-495-SR,UHP-T-520-EP,UHP-T-545-LA21,UHP-T-596-LA21,UHP-T-620-SR,UHP-T-630-EP,UHP-T-650-EP,UHP-T-670-SR,UHP-T-730-SR
609.5,7.69E-08,3.72E-06,0,8.72E-07,0,1.88E-08,1.23E-06,1.55E-06,0.000121882,0.004327816,0.152369349,0.33054418,0.000718506,0.000165095,0.000503529,0
610,1.30E-09,3.38E-06,0,8.24E-07,0,6.76E-09,1.17E-06,1.45E-06,0.000109585,0.004512093,0.130500527,0.343635947,0.00076677,0.000176027,0.000611042,0
610.5,0,3.19E-06,0,7.88E-07,0,0,1.07E-06,1.43E-06,9.76E-05,0.004485548,0.108371566,0.35729565,0.000848204,0.000194562,0.000737581,0
611,0,3.06E-06,0,7.64E-07,0,0,9.82E-07,1.41E-06,8.65E-05,0.004455847,0.089063749,0.372067482,0.000933402,0.000214867,0.00083211,0
611.5,0,3.00E-06,0,7.63E-07,2.26E-10,0,9.02E-07,1.26E-06,7.75E-05,0.004401791,0.069394919,0.387398436,0.000996748,0.000230528,0.000910526,0
612,0,2.99E-06,0,7.48E-07,4.77E-09,6.15E-09,8.20E-07,1.10E-06,7.04E-05,0.004345786,0.052546583,0.404802498,0.001066744,0.000247137,0.000974956,0
612.5,0,2.77E-06,0,7.04E-07,1.31E-08,0,7.25E-07,9.23E-07,6.04E-05,0.004265592,0.037348113,0.422936013,0.001188638,0.000275805,0.000978167,0
613,2.41E-09,2.50E-06,0,6.48E-07,1.25E-08,0,6.30E-07,7.65E-07,5.13E-05,0.004160901,0.024446631,0.442651692,0.001317357,0.000306108,0.000968765,0
613.5,4.40E-08,2.32E-06,0,6.05E-07,6.05E-09,1.30E-08,5.66E-07,6.54E-07,4.60E-05,0.004057562,0.016070505,0.463179585,0.001435958,0.000333347,0.000872603,0
614,7.53E-08,2.11E-06,0,5.34E-07,7.41E-10,2.18E-08,5.03E-07,5.49E-07,4.02E-05,0.00397883,0.008890966,0.483962387,0.001560197,0.000361871,0.000787516,0
614.5,1.03E-07,2.08E-06,0,5.18E-07,1.15E-10,3.52E-08,4.93E-07,4.92E-07,3.85E-05,0.003908879,0.006079281,0.505566868,0.001749872,0.000404698,0.000676218,0
615,1.39E-07,2.05E-06,0,4.99E-07,1.34E-09,3.90E-08,4.85E-07,4.34E-07,3.66E-05,0.003814086,0.003696774,0.527142243,0.001950876,0.000449993,0.000581219,0
615.5,1.59E-07,2.14E-06,0,5.13E-07,4.91E-10,3.96E-08,4.98E-07,4.42E-07,3.69E-05,0.003742111,0.003353431,0.549331318,0.002161883,0.000495792,0.00051085,0
616,1.83E-07,2.17E-06,0,5.43E-07,0,3.67E-08,5.20E-07,4.53E-07,3.74E-05,0.003645382,0.003045971,0.571765622,0.002376584,0.000545395,0.000439677,0
616.5,2.06E-07,2.26E-06,0,5.71E-07,0,4.01E-08,5.31E-07,4.82E-07,3.90E-05,0.003524397,0.002936064,0.595009831,0.002595941,0.000595868,0.000389539,0
617,1.88E-07,2.37E-06,0,5.81E-07,1.87E-09,3.84E-08,5.35E-07,5.06E-07,4.00E-05,0.003405184,0.002831412,0.618396422,0.002833779,0.000649512,0.00033274,0
617.5,1.57E-07,2.57E-06,0,6.40E-07,6.73E-09,3.62E-08,5.79E-07,5.87E-07,4.26E-05,0.003214843,0.00258351,0.642319902,0.003104565,0.00070949,0.000305182,0
618,1.72E-07,2.76E-06,0,7.08E-07,5.93E-09,3.01E-08,6.23E-07,6.72E-07,4.42E-05,0.003029489,0.002371077,0.665912629,0.003378903,0.000774944,0.000271267,0
618.5,1.99E-07,3.26E-06,0,8.20E-07,8.19E-09,2.10E-08,6.95E-07,8.72E-07,4.76E-05,0.002852505,0.002077921,0.689734216,0.003721675,0.000855111,0.000256413,0
619,2.21E-07,3.79E-06,0,9.17E-07,5.15E-09,9.43E-09,7.67E-07,1.10E-06,5.03E-05,0.002680615,0.001833262,0.713496312,0.004090851,0.000944279,0.000236625,0
619.5,2.74E-07,4.28E-06,0,9.92E-07,4.16E-09,1.13E-08,8.38E-07,1.39E-06,5.33E-05,0.002539031,0.001593827,0.737328895,0.004504702,0.001046044,0.000233107,0
620,3.22E-07,4.75E-06,0,1.08E-06,1.15E-09,1.55E-08,9.14E-07,1.71E-06,5.69E-05,0.002401332,0.001380757,0.76086653,0.004938039,0.001151829,0.000225895,0
620.5,3.97E-07,5.02E-06,0,1.11E-06,0,1.18E-08,9.35E-07,1.98E-06,5.75E-05,0.002326045,0.00118251,0.783896504,0.005471054,0.001288737,0.000222835,0
621,4.59E-07,5.19E-06,0,1.15E-06,0,1.65E-08,9.54E-07,2.26E-06,5.81E-05,0.002233218,0.001008223,0.806524992,0.006042529,0.001446075,0.000213129,0
621.5,4.74E-07,5.20E-06,0,1.15E-06,0,2.46E-08,9.39E-07,2.54E-06,5.71E-05,0.002158062,0.000862405,0.828333318,0.006684757,0.001609293,0.000202323,0
622,5.39E-07,5.20E-06,0,1.16E-06,0,2.41E-08,9.34E-07,2.87E-06,5.53E-05,0.002084198,0.000733206,0.848514273,0.007372152,0.001780995,0.000193598,0
622.5,6.29E-07,5.30E-06,0,1.15E-06,0,2.20E-08,9.49E-07,3.18E-06,5.41E-05,0.001997625,0.000620871,0.867609442,0.00830503,0.00202871,0.000197966,0
623,6.51E-07,5.48E-06,0,1.11E-06,0,3.34E-08,9.71E-07,3.48E-06,5.46E-05,0.001930338,0.000519606,0.88546459,0.009302659,0.002291464,0.000199538,0
623.5,5.78E-07,5.65E-06,0,1.06E-06,0,4.40E-08,9.61E-07,3.72E-06,5.38E-05,0.001872443,0.000444045,0.901385554,0.010396843,0.002585361,0.000201491,0
624,4.95E-07,5.80E-06,0,1.07E-06,0,5.24E-08,9.35E-07,3.91E-06,5.28E-05,0.001798252,0.000378827,0.914784723,0.011563639,0.002876034,0.000203109,0
624.5,4.08E-07,5.74E-06,0,1.01E-06,0,4.14E-08,8.76E-07,3.93E-06,4.85E-05,0.00179297,0.000327844,0.92527432,0.013070273,0.003267568,0.000204823,0
625,2.98E-07,5.40E-06,0,9.50E-07,0,3.79E-08,8.19E-07,3.96E-06,4.50E-05,0.00178661,0.000283048,0.932620331,0.014654027,0.003681092,0.000212478,0
625.5,1.99E-07,4.76E-06,0,8.65E-07,0,4.18E-08,7.29E-07,3.75E-06,4.04E-05,0.001772514,0.000257728,0.936615032,0.016767912,0.004230913,0.000218412,0
626,1.59E-07,4.11E-06,0,7.83E-07,0,3.11E-08,6.47E-07,3.50E-06,3.54E-05,0.001757495,0.000234554,0.935616257,0.018990998,0.00478334,0.000226196,0
626.5,1.36E-07,3.58E-06,0,6.86E-07,0,4.17E-11,5.73E-07,3.12E-06,2.97E-05,0.001759643,0.000228952,0.930872621,0.021863939,0.005561322,0.000241432,0
627,1.37E-07,3.07E-06,0,5.94E-07,0,0,5.11E-07,2.76E-06,2.51E-05,0.001762147,0.000223244,0.920330727,0.024914403,0.006351418,0.000259236,0
627.5,1.36E-07,2.80E-06,0,5.53E-07,0,8.14E-10,4.73E-07,2.52E-06,2.27E-05,0.001758903,0.000224731,0.905502652,0.028851052,0.007409833,0.000268803,0
628,1.29E-07,2.63E-06,0,5.14E-07,0,7.26E-09,4.37E-07,2.31E-06,1.99E-05,0.001756307,0.000226483,0.88419424,0.032937029,0.008573251,0.000278281,0
628.5,1.11E-07,2.61E-06,0,4.92E-07,0,2.17E-08,4.28E-07,2.23E-06,1.92E-05,0.001741929,0.000233755,0.858336073,0.038563501,0.010200668,0.000298283,0
629,1.39E-07,2.49E-06,0,4.74E-07,0,3.88E-08,4.19E-07,2.18E-06,1.90E-05,0.001726815,0.000239515,0.824846328,0.044454179,0.011936254,0.00031671,0
629.5,1.70E-07,2.52E-06,0,5.15E-07,0,4.85E-08,4.47E-07,2.25E-06,1.97E-05,0.001723667,0.000241192,0.787831635,0.053282315,0.014543398,0.000340553,0
630,2.29E-07,2.54E-06,0,5.44E-07,0,4.82E-08,4.75E-07,2.31E-06,2.00E-05,0.001719387,0.000241491,0.746333607,0.062549149,0.01739135,0.000362878,0
630.5,3.06E-07,2.69E-06,0,6.02E-07,0,3.65E-08,5.58E-07,2.59E-06,2.08E-05,0.00169511,0.000232471,0.703247125,0.073414843,0.020902242,0.000388316,0
631,3.40E-07,2.77E-06,0,6.62E-07,0,4.51E-08,6.47E-07,2.88E-06,2.24E-05,0.001670555,0.000224913,0.655995607,0.084672992,0.024551301,0.000409571,0
631.5,3.59E-07,2.94E-06,0,7.26E-07,0,7.82E-08,7.25E-07,3.02E-06,2.54E-05,0.001619136,0.000209246,0.608663804,0.099806529,0.029584709,0.000440435,0
632,3.94E-07,3.18E-06,0,7.84E-07,0,1.14E-07,8.00E-07,3.13E-06,2.89E-05,0.001570542,0.000194969,0.557042359,0.115195948,0.034811962,0.000475018,0
632.5,4.24E-07,3.55E-06,0,8.94E-07,0,1.35E-07,9.45E-07,3.45E-06,3.40E-05,0.001503684,0.000171134,0.506951721,0.136642951,0.042055336,0.000504157,0
633,4.41E-07,4.05E-06,0,9.97E-07,0,1.50E-07,1.08E-06,3.72E-06,3.91E-05,0.001438415,0.000150672,0.456304612,0.158351631,0.049695459,0.000539735,1.33E-06
633.5,4.53E-07,4.61E-06,0,1.06E-06,0,1.51E-07,1.22E-06,4.02E-06,4.34E-05,0.001344636,0.000130285,0.408584699,0.184932436,0.058992089,0.000580511,2.19E-06
634,5.04E-07,5.14E-06,0,1.13E-06,0,1.31E-07,1.35E-06,4.25E-06,4.64E-05,0.001253824,0.000112921,0.361221843,0.212104951,0.068725517,0.000622658,4.75E-06
634.5,4.91E-07,5.46E-06,0,1.20E-06,0,1.11E-07,1.50E-06,4.50E-06,5.03E-05,0.001195871,9.96E-05,0.317778736,0.244392921,0.080629632,0.000687716,6.37E-06
635,4.08E-07,5.84E-06,0,1.28E-06,0,1.46E-07,1.65E-06,4.71E-06,5.74E-05,0.00113939,8.72E-05,0.276611515,0.277188224,0.09305203,0.000746,8.56E-06
635.5,3.08E-07,6.12E-06,0,1.37E-06,0,2.22E-07,1.82E-06,4.91E-06,6.71E-05,0.001092738,7.73E-05,0.23944606,0.313891072,0.107791395,0.000807845,1.05E-05
636,1.82E-07,6.36E-06,0,1.43E-06,0,2.54E-07,2.02E-06,5.12E-06,7.34E-05,0.001050369,6.75E-05,0.205453044,0.350261489,0.123539122,0.000868506,1.29E-05
636.5,7.52E-08,6.40E-06,0,1.46E-06,0,2.23E-07,2.13E-06,5.16E-06,7.42E-05,0.001013557,6.11E-05,0.175290094,0.388005554,0.140846016,0.000934651,1.52E-05
637,2.37E-08,6.57E-06,0,1.50E-06,0,1.67E-07,2.24E-06,5.24E-06,7.19E-05,0.000979001,5.60E-05,0.146414177,0.424527847,0.1593573,0.001003125,1.76E-05
637.5,0,6.59E-06,0,1.48E-06,1.66E-08,1.15E-07,2.29E-06,5.34E-06,6.71E-05,0.000945549,5.21E-05,0.121139543,0.466753327,0.182193452,0.001097243,1.73E-05
638,0,6.60E-06,0,1.50E-06,3.92E-08,8.75E-08,2.35E-06,5.42E-06,6.37E-05,0.000912671,4.89E-05,0.098453833,0.506940572,0.206683682,0.001203703,1.69E-05
638.5,3.18E-08,6.26E-06,0,1.48E-06,2.17E-08,7.38E-08,2.40E-06,5.53E-06,5.88E-05,0.000882034,4.78E-05,0.078759414,0.547333498,0.234330666,0.001303701,1.59E-05
639,3.50E-08,5.84E-06,0,1.46E-06,0,8.98E-08,2.43E-06,5.61E-06,5.51E-05,0.00085039,4.64E-05,0.060352483,0.584146171,0.263414557,0.00142148,1.75E-05
639.5,0,5.49E-06,0,1.39E-06,0,1.11E-07,2.39E-06,5.64E-06,5.00E-05,0.000853094,4.62E-05,0.044531623,0.62452249,0.297644761,0.001547611,1.44E-05
640,0,5.22E-06,0,1.33E-06,0,1.14E-07,2.33E-06,5.64E-06,4.45E-05,0.000856213,4.60E-05,0.032370287,0.660070988,0.333630652,0.00168926,1.18E-05
640.5,0,5.01E-06,0,1.29E-06,1.07E-10,9.31E-08,2.25E-06,5.57E-06,3.87E-05,0.000838196,4.53E-05,0.021950659,0.684599949,0.367982055,0.001853089,1.31E-05
641,1.42E-10,4.78E-06,0,1.25E-06,0,6.51E-08,2.17E-06,5.48E-06,3.35E-05,0.000818562,4.55E-05,0.015305806,0.70601093,0.40390014,0.002018894,2.07E-05
641.5,1.91E-08,4.48E-06,0,1.16E-06,0,8.33E-08,1.94E-06,5.34E-06,3.13E-05,0.000825893,4.39E-05,0.009627321,0.710779085,0.433753149,0.002218348,3.32E-05
642,1.64E-08,4.15E-06,0,1.06E-06,0,9.26E-08,1.74E-06,5.19E-06,2.88E-05,0.000832056,4.16E-05,0.007293057,0.711999185,0.463811583,0.00242691,4.04E-05
642.5,4.25E-08,3.83E-06,0,9.60E-07,0,1.40E-07,1.60E-06,5.10E-06,2.85E-05,0.000832186,3.85E-05,0.005289677,0.694722734,0.484877178,0.002689956,5.02E-05
643,7.60E-08,3.47E-06,0,8.79E-07,0,1.67E-07,1.48E-06,4.99E-06,2.62E-05,0.000831349,3.65E-05,0.004439113,0.674848348,0.506362721,0.002951445,5.75E-05
643.5,6.90E-08,3.18E-06,0,8.08E-07,0,1.84E-07,1.38E-06,4.78E-06,2.37E-05,0.00083356,3.37E-05,0.003692666,0.647177283,0.52247505,0.003271736,6.66E-05
644,3.29E-08,2.96E-06,0,7.37E-07,0,1.87E-07,1.29E-06,4.51E-06,2.17E-05,0.000832913,3.10E-05,0.003273482,0.618292744,0.5396342,0.00361513,8.17E-05
644.5,4.02E-08,2.70E-06,0,6.47E-07,0,1.58E-07,1.16E-06,4.10E-06,1.80E-05,0.000823228,2.74E-05,0.002900539,0.585892139,0.555634799,0.004071924,9.36E-05
645,5.99E-08,2.37E-06,0,5.51E-07,0,1.38E-07,1.02E-06,3.62E-06,1.53E-05,0.000809351,2.28E-05,0.002517364,0.553323598,0.571706441,0.004553873,0.000103028
645.5,8.52E-08,2.22E-06,0,5.18E-07,0,1.26E-07,9.66E-07,3.48E-06,1.35E-05,0.000777508,1.81E-05,0.002179913,0.519422996,0.588495203,0.005131403,0.000104326
646,1.30E-07,2.10E-06,0,4.87E-07,0,1.14E-07,9.07E-07,3.30E-06,1.19E-05,0.000746253,1.48E-05,0.001924443,0.485382445,0.606266666,0.005713478,0.00010949
646.5,1.44E-07,2.02E-06,0,4.71E-07,0,1.21E-07,8.22E-07,3.19E-06,1.16E-05,0.000729436,1.24E-05,0.001695454,0.452316706,0.62493553,0.00647932,0.000128755
647,1.59E-07,1.92E-06,0,4.48E-07,0,1.17E-07,7.30E-07,3.05E-06,1.09E-05,0.000712413,1.02E-05,0.00148824,0.419226003,0.644536895,0.007294718,0.000156648
647.5,1.63E-07,1.87E-06,0,4.49E-07,0,1.21E-07,6.80E-07,2.94E-06,1.06E-05,0.000683934,8.72E-06,0.001301712,0.387625306,0.664500525,0.008469308,0.000193414
648,1.67E-07,1.89E-06,0,4.38E-07,0,1.16E-07,6.27E-07,2.82E-06,1.04E-05,0.000657776,6.56E-06,0.001133245,0.357899728,0.686281953,0.009690787,0.000233099
648.5,1.78E-07,2.05E-06,0,4.69E-07,0,1.10E-07,6.49E-07,2.90E-06,1.10E-05,0.000615727,5.07E-06,0.000986209,0.330663213,0.707379799,0.011260779,0.000268772
649,2.19E-07,2.19E-06,0,5.13E-07,0,1.06E-07,6.74E-07,3.00E-06,1.17E-05,0.000573501,4.32E-06,0.000857412,0.304421648,0.729324371,0.012889353,0.00031957
649.5,2.78E-07,2.70E-06,0,6.13E-07,0,1.18E-07,7.78E-07,3.41E-06,1.40E-05,0.000542582,3.25E-06,0.000743392,0.2801774,0.748970959,0.015133819,0.000391327
650,3.21E-07,3.30E-06,0,7.09E-07,0,1.33E-07,8.92E-07,3.82E-06,1.71E-05,0.00051265,2.13E-06,0.000641091,0.257959082,0.768408148,0.017475591,0.000487356
650.5,3.38E-07,3.71E-06,0,8.01E-07,0,1.38E-07,9.74E-07,4.02E-06,1.96E-05,0.000498072,1.96E-06,0.000551455,0.236458918,0.786384448,0.020643715,0.000586249
651,3.43E-07,4.12E-06,0,8.79E-07,0,1.50E-07,1.04E-06,4.21E-06,2.23E-05,0.000483336,1.31E-06,0.000475691,0.217002421,0.802278661,0.023995104,0.000684185
651.5,3.57E-07,4.69E-06,0,9.63E-07,0,1.41E-07,1.13E-06,4.43E-06,2.40E-05,0.000466319,8.40E-07,0.000408445,0.198797137,0.813017887,0.028982531,0.000806543
652,4.07E-07,5.32E-06,0,1.06E-06,0,1.20E-07,1.22E-06,4.60E-06,2.42E-05,0.000450889,7.03E-07,0.000376572,0.180914626,0.822499668,0.034195102,0.000936057
652.5,5.02E-07,5.74E-06,0,1.20E-06,0,1.50E-07,1.28E-06,4.63E-06,2.53E-05,0.000440296,2.27E-06,0.000348609,0.16436866,0.825322,0.041096149,0.001145064
653,5.21E-07,6.18E-06,0,1.36E-06,0,1.92E-07,1.32E-06,4.64E-06,2.66E-05,0.000432284,3.64E-06,0.000292807,0.149096847,0.826030806,0.048308744,0.001406523
653.5,4.91E-07,6.68E-06,0,1.51E-06,0,2.50E-07,1.36E-06,4.58E-06,2.84E-05,0.000431566,4.49E-06,0.000243119,0.134285823,0.819143522,0.05911128,0.001829096
654,5.29E-07,6.99E-06,0,1.62E-06,0,2.61E-07,1.40E-06,4.52E-06,2.92E-05,0.000428929,4.79E-06,0.000221231,0.120791182,0.810204799,0.070410835,0.002280782
654.5,5.32E-07,6.89E-06,0,1.60E-06,0,2.41E-07,1.37E-06,4.36E-06,2.83E-05,0.000406136,4.65E-06,0.000201673,0.107905629,0.793705849,0.085266148,0.002779904
655,5.31E-07,6.88E-06,0,1.63E-06,0,2.28E-07,1.34E-06,4.20E-06,2.68E-05,0.000385348,6.10E-06,0.000188852,0.096335747,0.775347383,0.100673545,0.003335336
655.5,5.28E-07,6.99E-06,0,1.63E-06,0,2.57E-07,1.33E-06,4.00E-06,2.54E-05,0.000363058,6.90E-06,0.000176068,0.085247488,0.747784983,0.120804557,0.003844914
656,4.90E-07,7.00E-06,0,1.60E-06,0,3.04E-07,1.32E-06,3.82E-06,2.42E-05,0.000339441,6.62E-06,0.000158305,0.075465292,0.718717068,0.142155942,0.004656511
656.5,4.60E-07,7.03E-06,0,1.58E-06,0,3.16E-07,1.31E-06,3.59E-06,2.26E-05,0.000329584,6.55E-06,0.000142657,0.066585988,0.682968301,0.167752202,0.00531358
657,4.49E-07,7.16E-06,0,1.60E-06,0,3.23E-07,1.31E-06,3.39E-06,2.22E-05,0.000321036,6.87E-06,0.000128815,0.058437519,0.646777881,0.194690014,0.006237163
657.5,3.68E-07,6.82E-06,0,1.54E-06,0,3.23E-07,1.28E-06,3.20E-06,2.24E-05,0.000295818,7.15E-06,0.000115693,0.051088507,0.607904112,0.224266985,0.007025457
658,3.32E-07,6.47E-06,0,1.47E-06,0,2.77E-07,1.25E-06,3.01E-06,2.08E-05,0.000272715,6.97E-06,0.000102793,0.044450649,0.56820531,0.255571492,0.007853228
658.5,3.67E-07,6.12E-06,0,1.34E-06,0,2.19E-07,1.22E-06,2.87E-06,1.89E-05,0.000241098,5.99E-06,9.18E-05,0.038260195,0.524127009,0.290880528,0.009080275
659,3.63E-07,5.80E-06,0,1.22E-06,0,2.06E-07,1.17E-06,2.72E-06,1.84E-05,0.000212818,5.20E-06,8.01E-05,0.032776626,0.480192511,0.326625803,0.010522259
659.5,3.16E-07,5.23E-06,0,1.12E-06,0,2.09E-07,1.08E-06,2.44E-06,1.76E-05,0.000191519,4.69E-06,6.94E-05,0.027854992,0.434263891,0.368261039,0.012517228
660,2.70E-07,4.70E-06,0,1.01E-06,1.80E-08,2.08E-07,9.88E-07,2.16E-06,1.68E-05,0.000169553,4.16E-06,5.82E-05,0.023452147,0.388932067,0.407984603,0.013864079
660.5,2.14E-07,4.37E-06,0,9.53E-07,1.68E-08,1.82E-07,9.35E-07,2.03E-06,1.53E-05,0.000142857,3.67E-06,4.79E-05,0.019393017,0.340858183,0.451479133,0.015155617
661,1.73E-07,4.08E-06,0,9.22E-07,1.55E-08,1.48E-07,8.78E-07,1.88E-06,1.38E-05,0.000118326,3.33E-06,3.83E-05,0.015827477,0.292824583,0.496337076,0.017159201
661.5,1.35E-07,3.86E-06,0,8.84E-07,1.32E-08,1.23E-07,8.49E-07,1.80E-06,1.29E-05,9.46E-05,3.01E-06,2.97E-05,0.012485505,0.241184762,0.551227354,0.019420023
662,1.15E-07,3.66E-06,0,8.71E-07,3.31E-08,9.95E-08,8.19E-07,1.72E-06,1.20E-05,7.30E-05,2.74E-06,2.18E-05,0.009513868,0.19117702,0.603137166,0.022497554
662.5,9.23E-08,3.56E-06,0,8.10E-07,5.26E-08,7.39E-08,7.96E-07,1.71E-06,1.08E-05,5.54E-05,1.97E-06,1.50E-05,0.007118295,0.147772193,0.651651701,0.024373461
663,9.62E-08,3.53E-06,0,7.40E-07,4.10E-08,6.46E-08,7.73E-07,1.70E-06,1.03E-05,3.94E-05,1.22E-06,1.09E-05,0.004997075,0.106441757,0.70147608,0.027126255
663.5,1.19E-07,3.79E-06,0,7.55E-07,2.20E-08,6.39E-08,7.96E-07,1.72E-06,1.03E-05,2.95E-05,8.91E-07,7.24E-06,0.00362961,0.078904565,0.739075301,0.028615657
664,1.25E-07,4.04E-06,0,7.88E-07,0,4.62E-08,8.23E-07,1.73E-06,9.15E-06,2.05E-05,6.54E-07,5.42E-06,0.00242383,0.053354276,0.777494654,0.030527125
664.5,1.54E-07,4.39E-06,0,8.72E-07,0,3.26E-08,8.97E-07,1.83E-06,8.71E-06,1.50E-05,5.61E-07,3.77E-06,0.00180438,0.040090688,0.803029859,0.03214566
665,1.27E-07,4.67E-06,0,9.40E-07,0,2.94E-08,9.89E-07,1.95E-06,8.92E-06,1.03E-05,3.77E-07,3.33E-06,0.001258316,0.028011983,0.828948953,0.033883775
665.5,1.53E-07,4.87E-06,0,9.98E-07,0,5.03E-08,1.07E-06,2.03E-06,1.04E-05,8.88E-06,3.02E-07,2.92E-06,0.00106279,0.023493244,0.845248817,0.034983698
666,1.37E-07,4.92E-06,0,1.04E-06,0,7.02E-08,1.15E-06,2.11E-06,1.16E-05,7.60E-06,2.31E-07,2.72E-06,0.000886567,0.019433557,0.861643994,0.036526805
666.5,1.40E-07,4.87E-06,0,1.01E-06,0,8.76E-08,1.19E-06,2.15E-06,1.17E-05,6.98E-06,1.05E-07,2.52E-06,0.000782831,0.017028255,0.875801533,0.037571432
667,1.33E-07,4.91E-06,0,9.94E-07,0,1.02E-07,1.24E-06,2.22E-06,1.11E-05,6.40E-06,2.90E-08,2.41E-06,0.000692019,0.014815495,0.889986864,0.039521494
667.5,9.52E-08,4.97E-06,0,9.89E-07,0,8.61E-08,1.31E-06,2.25E-06,8.97E-06,5.81E-06,-2.40E-08,2.31E-06,0.000630307,0.013276034,0.896705401,0.040880693
668,8.29E-08,5.05E-06,0,1.00E-06,0,9.86E-08,1.37E-06,2.25E-06,8.25E-06,5.27E-06,-5.49E-08,2.33E-06,0.000574213,0.011837619,0.903424613,0.042475927
668.5,2.70E-09,5.12E-06,0,1.05E-06,0,8.80E-08,1.43E-06,2.29E-06,7.77E-06,4.77E-06,-3.68E-08,2.29E-06,0.000532847,0.010772784,0.909647112,0.043999827
669,0,5.19E-06,0,1.05E-06,0,6.57E-08,1.48E-06,2.33E-06,7.60E-06,4.29E-06,-5.58E-08,2.07E-06,0.000492589,0.009794826,0.922420093,0.045588846
669.5,0,4.93E-06,0,1.02E-06,0,3.14E-08,1.51E-06,2.38E-06,6.74E-06,3.91E-06,-7.04E-08,1.89E-06,0.000450238,0.008730234,0.929682407,0.047468312
670,0,4.67E-06,0,9.75E-07,0,0,1.54E-06,2.43E-06,4.11E-06,3.53E-06,-8.39E-08,1.80E-06,0.000409762,0.007772259,0.936954987,0.049107288
670.5,0,4.34E-06,0,9.31E-07,0,0,1.56E-06,2.57E-06,0,3.20E-06,-7.94E-08,1.71E-06,0.000373577,0.006959785,0.944423372,0.050149338
671,0,4.12E-06,0,8.87E-07,0,0,1.60E-06,2.69E-06,0,2.85E-06,-6.87E-08,1.47E-06,0.00034142,0.006234628,0.951904406,0.052027054
671.5,0,3.78E-06,0,8.28E-07,0,0,1.56E-06,2.80E-06,0,2.34E-06,-4.84E-08,1.24E-06,0.000297258,0.005309801,0.954711001,0.054132252
672,0,3.49E-06,0,7.60E-07,0,0,1.50E-06,2.85E-06,0,1.87E-06,-4.91E-08,1.08E-06,0.000253876,0.004478956,0.957520505,0.057381097
672.5,3.52E-08,3.32E-06,0,7.17E-07,0,0,1.45E-06,2.98E-06,0,1.56E-06,-5.75E-08,9.51E-07,0.000234644,0.004086035,0.958644994,0.059408328
673,5.50E-08,3.13E-06,0,6.69E-07,4.23E-08,0,1.40E-06,3.08E-06,0,1.30E-06,-6.86E-08,8.76E-07,0.000217953,0.003725023,0.959770125,0.061929166
673.5,8.09E-08,2.83E-06,0,6.07E-07,1.00E-07,0,1.34E-06,3.19E-06,0,1.07E-06,-7.18E-08,8.53E-07,0.000205041,0.003450201,0.954402206,0.063718748
674,1.26E-07,2.55E-06,0,5.30E-07,1.72E-07,0,1.27E-06,3.27E-06,0,8.52E-07,-9.23E-08,7.99E-07,0.000192437,0.003217089,0.949017017,0.066279706
674.5,1.65E-07,2.37E-06,0,4.77E-07,2.87E-07,0,1.22E-06,3.43E-06,0,6.53E-07,-1.05E-07,7.22E-07,0.00017912,0.002949982,0.943684279,0.068392853
675,1.76E-07,2.14E-06,0,4.24E-07,3.40E-07,0,1.16E-06,3.55E-06,0,4.45E-07,-1.20E-07,6.86E-07,0.000166705,0.002708948,0.931665483,0.070997037
675.5,1.61E-07,1.98E-06,0,3.81E-07,3.06E-07,0,1.11E-06,3.71E-06,6.69E-07,2.60E-07,-1.56E-07,6.35E-07,0.000162915,0.002614439,0.918385512,0.073516633
676,1.40E-07,1.84E-06,0,3.63E-07,3.08E-07,0,1.08E-06,3.86E-06,2.07E-06,1.06E-07,-1.62E-07,5.58E-07,0.000159425,0.002509834,0.905103131,0.075935627
676.5,1.20E-07,1.71E-06,0,3.70E-07,2.69E-07,0,1.05E-06,4.06E-06,1.88E-06,0,-1.35E-07,4.95E-07,0.000151106,0.002341649,0.885703401,0.079318638
677,9.41E-08,1.60E-06,0,3.65E-07,2.20E-07,1.23E-07,1.01E-06,4.18E-06,2.37E-06,0,-1.28E-07,4.72E-07,0.000143634,0.002194403,0.866275265,0.082497929
677.5,7.61E-08,1.52E-06,0,3.50E-07,1.71E-07,2.32E-07,9.62E-07,4.34E-06,2.82E-06,0,-1.26E-07,4.27E-07,0.000138089,0.002070337,0.846567739,0.086224288
678,7.15E-08,1.46E-06,0,3.19E-07,1.27E-07,3.49E-07,9.23E-07,4.53E-06,3.57E-06,0,-1.50E-07,3.49E-07,0.000132854,0.001954334,0.820159154,0.089372306
678.5,5.82E-08,1.49E-06,0,3.15E-07,7.90E-08,4.11E-07,9.31E-07,4.92E-06,4.26E-06,0,-1.45E-07,2.60E-07,0.000128471,0.001862312,0.793080556,0.092630078
679,4.27E-08,1.52E-06,0,3.24E-07,7.80E-09,4.74E-07,9.58E-07,5.34E-06,5.53E-06,0,-1.18E-07,2.00E-07,0.000124111,0.001775095,0.766024093,0.095790335
679.5,3.08E-08,1.56E-06,0,3.32E-07,0,5.05E-07,9.97E-07,5.89E-06,6.79E-06,0,-1.34E-07,1.78E-07,0.000121308,0.001711573,0.738640102,0.099430491
