16-Jun-2022 SHow Spectra 
Wavelength,UHP-T-670-SR,UHP-T-545-LA21,UHP-T-620-SR,UHP-T-405-EP,UHP-T-450-EP,UHP-T-488-SR,UHP-T-520-EP,UHP-T-650-EP
262.5,0,0,0,0.00005702067999999998,0,0.00003952994011976048,6.093000000000001e-7,8.046000000000002e-8
263,0,0,0,0.00005579775999999997,0,0.00012416766467065863,0.00006492160000000001,0.000012595199999999998
263.5,0,0,0,0.00005663699999999997,0,0.0001234011976047904,0.00006492160000000001,0.0000186368
264,0,0,0,0.000059070839999999966,0,0.00012263473053892213,0.00006768639999999999,0.000025190399999999995
264.5,0,0,0,0.000057919879999999966,0.0000027391999999999987,0.00012110179640718559,0.0000735232,0.00003102719999999999
265,0,0,0,0.0011447146800000001,0.0000055039999999999985,0.00012110179640718559,0.0000708608,0.0000253952
265.5,0,0,0,0.00111800817,0.000020412000000000004,0.000038074850299401204,5.778000000000001e-7,1.5210000000000002e-7
266,0,0,0,0.00111849417,0.000025596,0.000038074850299401204,5.634000000000001e-7,1.2870000000000003e-7
266.5,0,0,0,0.00109324485,0.000026568000000000004,0.000038074850299401204,5.481e-7,1.35e-7
267,0,0,0,0.0010616832000000002,0.000024786000000000003,0.000038074850299401204,5.112000000000001e-7,1.3770000000000005e-7
267.5,0,0,0,0.00005065439999999998,0.000027783,0.00003783233532934132,4.563000000000001e-7,1.0620000000000002e-7
268,0,0,0,0.00004688979999999998,0.000011679999999999995,0.0001188023952095808,0.00004587519999999999,0.000006010879999999999
268.5,0,0,0,0.000044120279999999983,0.000011743999999999995,0.0001188023952095808,0.0000310272,0
269,0,0,0,0.000045043439999999986,0.000010367999999999996,0.00011956886227544903,0.000020172799999999998,0
269.5,0,0,0,0.000047609159999999975,0.000010687999999999995,0.00011956886227544903,0.000014643199999999999,0
270,0,0,0,0.0010024446599999999,0.000010175999999999997,0.00011956886227544903,0.0000169984,0
270.5,0,0,0,0.00098472186,0.000022761000000000005,0.00003734730538922157,1.4580000000000002e-7,0
271,0,0,0,0.0009393213600000001,0.000018792000000000002,0.00003734730538922157,1.4130000000000003e-7,0
271.5,0,0,0,0.0009087309,0.000021951000000000004,0.00003734730538922157,1.5840000000000002e-7,0
272,0,0,0,0.00083006937,0.000024624000000000007,0.000037589820359281444,2.0520000000000004e-7,0
272.5,0,0,0,0.000038761119999999985,0.000031509000000000006,0.00003734730538922157,2.3040000000000002e-7,0
273,0,0,0,0.000040427599999999985,0.000016191999999999997,0.00011956886227544903,0.000026214399999999994,0
273.5,0,0,0.000002012331519999999,0.00004177039999999998,0.000019807999999999994,0.00012186826347305383,0.000025497599999999998,0
274,0,0,0.0000049759744,0.000042393839999999976,0.000021791999999999987,0.0001234011976047904,0.000023961599999999994,0
274.5,0,0,0.0000074079999999999975,0.00004114695999999998,0.00002278399999999999,0.0001234011976047904,0.000025087999999999998,0
275,0,0,0.0000027420849000000007,0.0007688884500000001,0.00002278399999999999,0.00012263473053892213,0.0000301056,0
275.5,0,0,0.0000023819103000000005,0.00069726825,0.00006099300000000001,0.000038802395209580846,3.51e-7,0
276,0,0,0.0000015525270000000005,0.00061690734,0.000061884,0.00003855988023952096,4.2120000000000004e-7,0
276.5,0,0,0.0000012603843000000003,0.00056398113,0.00006277500000000001,0.00003855988023952096,4.6080000000000005e-7,0
277,0,0,0.0000013412223,0.0005491719,0.00006293700000000001,0.00003855988023952096,4.77e-7,0
277.5,0,0,0.000004247039999999999,0.000028210599999999984,0.00006504300000000001,0.00003855988023952096,4.860000000000001e-7,0
278,0,0,0.000002867174399999999,0.00003138775999999999,0.000024543999999999987,0.00012186826347305383,0.0000571392,0
278.5,0,0,9.380582399999997e-7,0.000034912559999999985,0.00002348799999999999,0.00012110179640718559,0.00005703679999999999,0
279,0,0,0,0.00003867719999999998,0.000019615999999999993,0.00011956886227544903,0.00005212159999999999,0
279.5,0,0,0,0.000036962719999999985,0.000016543999999999996,0.00011726946107784427,0.000048947200000000005,0
280,0,0,0,0.00070770753,0.000015775999999999993,0.00011650299401197599,0.000047718399999999994,0
280.5,0,0,0,0.0006654636,0.000041229,0.000036619760479041925,4.149000000000001e-7,0
281,0,0,0,0.0006802736400000001,0.00003928500000000001,0.000036619760479041925,4.2120000000000004e-7,0
281.5,0,0,0,0.00072300276,0.000031833000000000005,0.00003637724550898204,4.392000000000001e-7,0
282,0,0,0,0.0007108641,0.000023733000000000005,0.000036134730538922165,4.689000000000001e-7,0
282.5,0,0,0,0.000036926759999999984,0.000017091000000000003,0.000036134730538922165,4.923e-7,0
283,0,0,0,0.000037873919999999984,0.000005631999999999997,0.00011420359281437123,0.000056012799999999987,0
283.5,0,0,0,0.00004094315999999998,0.000004639999999999998,0.00011497005988023948,0.00006338559999999999,0
284,0,0,0,0.000042981319999999976,0.000003295999999999999,0.00011573652694610777,0.00006768639999999999,0
284.5,0,0,0,0.000042705559999999984,0.000005215999999999998,0.00011650299401197599,0.00006809599999999999,0
285,0,0,0,0.00082618542,0.000006975999999999998,0.00011726946107784427,0.00007270399999999999,0
285.5,0,0,0,0.0008138037600000001,0.000022599000000000005,0.000037589820359281444,7.101000000000001e-7,0
286,0,0,0,0.0008407524600000001,0.000031752000000000004,0.000037589820359281444,8.649000000000002e-7,0
286.5,0,0,0,0.00088396758,0.000034344,0.000037104790419161684,0.0000010080000000000001,0
287,0,0,0,0.00092548251,0.00003353400000000001,0.000036619760479041925,0.0000010620000000000004,0
287.5,0,0,0,0.00004408431999999998,0.000033048,0.000036134730538922165,0.000001125,0
288,0,0,0,0.00004119491999999998,0.000015295999999999994,0.00011420359281437123,0.00013619199999999999,0
288.5,0,0,0,0.000040259759999999974,0.000017471999999999995,0.00011497005988023948,0.000140288,0
289,0,0,0,0.00003385751999999999,0.000018623999999999993,0.00011726946107784427,0.000141312,0
289.5,0,0,0,0.00002879807999999999,0.000018655999999999992,0.00011726946107784427,0.000147456,0
290,0,0,0,0.00044234748,0.000017951999999999993,0.00011803592814371255,0.000147456,0
290.5,0,0,0,0.00033115392,0.000041877000000000006,0.000037589820359281444,0.0000012690000000000003,0
291,0,0,0,0.00024205311,0.000037989000000000005,0.00003831736526946109,0.0000012420000000000001,0
291.5,0,0,0,0.00021243384000000002,0.00003531600000000001,0.000038802395209580846,0.0000012060000000000002,0
292,0,0,0,0.00016994691,0.0000324,0.0000392874251497006,0.00000117,0
292.5,0,0,0,0.000004591879999999998,0.000023166000000000005,0.00003977245508982036,0.0000011070000000000002,0
293,0,0,0,6.114479999999997e-7,0.000006879999999999996,0.00012646706586826343,0.000111616,0
293.5,0,0,0,0,0.000006303999999999997,0.00012799999999999997,0.000104448,0
294,0,0,0,0,0.000006655999999999997,0.0001295329341317365,0.00009676799999999999,0
294.5,0,0,0,0,0.000005983999999999997,0.0001295329341317365,0.000087552,0
295,0,0,0,0.00010051128000000002,0.000004799999999999998,0.0001295329341317365,0.00008263679999999999,0
295.5,0,0,0,0.00025734834,0.000010287000000000002,0.00004122754491017964,7.254000000000001e-7,0
296,0,0,0,0.00039743298000000007,0.0000077274,0.00004122754491017964,6.768e-7,0
296.5,0,0,0,0.0005095985400000001,0.000006415200000000001,0.00004122754491017964,6.075000000000001e-7,0
297,0,0,0,0.0005936004,0.000010044000000000002,0.00004098502994011977,5.697000000000001e-7,0
297.5,0,0,0,0.000032286919999999985,0.000010206000000000002,0.00004074251497005989,5.301000000000001e-7,0
298,0,0,0,0.000036435199999999986,0.000003711999999999999,0.00012799999999999997,0.0000611328,4.57728e-7
298.5,0,0,0,0.00004193823999999997,0.000006207999999999997,0.00012570059880239517,0.00006492160000000001,0.00000991232
299,0,0,0,0.000045714839999999974,0.000010495999999999994,0.00012416766467065863,0.00006860799999999999,0.000016076799999999998
299.5,0,0,0,0.000050150839999999983,0.000013119999999999993,0.0001234011976047904,0.0000768,0.000024473600000000002
300,0,0,0,0.00109203066,0.00006975993372799897,7.372448199717626e-10,1.1364280350617948e-16,3.289599980009101e-13
300.5,0,0,0,0.00114641406,0.0000415799604989994,4.1726008908124083e-10,6.61171520398881e-17,2.5379999845765748e-14
301,0,0,0,0.0011391305400000001,0.00004427995793399935,4.147002112341166e-10,6.692940206494815e-17,2.7449999833186352e-14
301.5,0,0,0,0.00107163729,0.0000547199480159992,4.1214033338699246e-10,6.985350215516433e-17,3.1499999808574506e-14
302,0,0,0,0.00099831771,0.00006695993638799902,4.1214033338699246e-10,7.188412721781448e-17,3.4289999791619676e-14
302.5,0,0,0,0.00004593063999999998,0.00007955992441799884,4.1214033338699246e-10,7.521435232056066e-17,3.806999976864861e-14
303,0,0,0,0.000044899599999999986,0.00016319984495999758,7.326939260213198e-10,1.3876840428137037e-16,5.772799964918694e-13
303.5,0,0,0,0.000044072319999999976,0.00016798433752762023,7.145689193224161e-8,1.3504780559761507e-14,5.43999996694112e-13
304,0,0,0,0.00004443199999999998,0.00016636913146805016,1.412969805770993e-7,2.6730961829656822e-14,5.260799968030118e-13
304.5,0,0,0,0.00004402435999999998,0.00016776978724444003,0.0000010502995693540864,1.760031355967235e-13,3.9807999758086785e-13
305,0,0,0,0.00083225475,0.00015895281607076502,0.0000019584134978728055,2.7807882825119956e-13,2.7647999831983103e-13
305.5,0,0,0,0.0007980225300000001,0.00007981785944128633,5.429213605779741e-7,5.336094321805392e-10,7.23599995602683e-15
306,0,0,0,0.0007290729000000001,0.00007469992903499891,3.9508447704124443e-10,6.772352911476052e-13,1.637999990045874e-15
306.5,0,0,0,0.0006559955100000001,0.00007271993091599894,3.907353032198554e-10,1.0855673461536054e-12,2.0609999874753033e-15
307,0,0,0,0.0006487119900000001,0.000068669934763499,3.8146401310035707e-10,1.4654926586908728e-12,2.5469999845218814e-15
307.5,0,0,0,0.00003243079999999999,0.00006740993596049902,3.766587523944179e-10,1.9816047008381293e-12,5.336999967567051e-15
308,0,0,0,0.00003364171999999998,0.00010719989815999842,6.610728741129212e-10,4.048971226211044e-12,5.64479996569655e-14
308.5,0,0,0,0.000034672799999999984,0.00009023991427199866,6.691536817621379e-10,3.9930363214851694e-12,8.051199951072857e-14
309,0,0,0,0.000035595959999999986,0.00006911993433599896,6.814823101575381e-10,3.6332326470813875e-12,5.068799969196902e-14
309.5,0,0,0,0.00003584771999999998,0.00005791994497599915,7.044615465019642e-10,2.77702734135187e-12,1.3695999916769405e-14
310,0,0,0,0.00069823944,0.00005247995014399922,7.190474250496059e-10,1.973748888421201e-12,0
310.5,0,0,0,0.0006542961300000001,0.000033839967851999506,4.134854614863758e-10,9.057603703806963e-13,0
311,0,0,0,0.00062856081,0.000040769961268499406,4.2260527156156616e-10,7.173114838738653e-13,0
311.5,0,0,0,0.0005936004,0.000044009958190499355,4.260908642751671e-10,7.096801530271201e-13,0
312,0,0,0,0.0005634959399999999,0.00005381994887099922,4.2958793728633943e-10,7.042068187519175e-13,0
312.5,0,0,0,0.000026076519999999988,0.00006398993920949907,4.329489391464002e-10,6.044658193025911e-13,0
313,0,0,0,0.000026604039999999984,0.00011551989025599828,7.666599301761294e-10,8.792799274664368e-13,0
313.5,0,0,7.758847952849477e-15,0.00002592067999999999,0.00012095792253622207,1.3974154198750403e-8,1.1626340123901838e-11,0
314,0,0,1.113667193232244e-15,0.00002364271999999999,0.00012863570347552186,2.72383178199486e-8,1.4529988479713021e-11,0
314.5,0,0,0,0.00002220399999999999,0.00013081870807219533,3.817819512349575e-7,2.112927008965592e-10,0
315,0,0,0,0.00044259048,0.00013475817463201465,7.360747034829777e-7,3.617250558116289e-10,0
315.5,0,0,0,0.0005139684900000001,0.00008006378827228135,2.0755185779173026e-7,6.643664441284184e-11,0
316,0,0,0,0.00059287221,0.00007622992758149888,4.342511525154862e-10,8.446135932101792e-14,0
316.5,0,0,3.396743079357992e-14,0.0006661926,0.00008144992262249881,4.3468529185123567e-10,5.332235610727555e-14,0
317,0,0,1.027873793753611e-13,0.00074800989,0.00008486991937349876,4.3511943118698457e-10,7.4415235319962e-15,0
317.5,0,0,6.431647960914873e-14,0.00003818563999999998,0.00008387992031399878,4.3510479827073965e-10,9.558678154229186e-15,0
318,0,0,8.346877622912434e-10,0.00003987611999999998,0.00014367986350399787,7.734936272968792e-10,2.2221873800390362e-14,0
318.5,0,0,1.5558960272759136e-9,0.00004129083999999998,0.0001287998776399981,7.771681617522454e-10,1.555259707434595e-13,0
319,0,0,5.188406401511998e-10,0.00004524727999999998,0.00009967990530399852,7.717530101052469e-10,2.82165264659804e-13,0
319.5,0,0,1.270399992279779e-14,0.000049011879999999976,0.00008927991518399868,7.590875377020788e-10,1.931598421014307e-12,0
320,0,0,0,0.0010259946000000001,0.00008543991883199873,7.508127833300028e-10,3.54706332877637e-12,0
320.5,0,0,0,0.00103084974,0.000044459957762999344,4.092322229598998e-10,3.708350232752897e-12,0
321,0,0,0,0.0010259946000000001,0.000044459957762999344,3.9381569240020116e-10,6.26576324470728e-12,0
321.5,0,0,0,0.00101191275,0.0000447299498583414,4.5698407363571356e-10,8.8215236185305e-12,0
322,0,0,0,0.0009167426100000001,0.00004346994383806559,5.209810089907392e-10,1.0921309982199154e-11,0
322.5,0,0,0,0.00004144667999999998,0.00004607787925846875,1.872121655571778e-8,3.433272831662861e-10,0
323,0,0,0,0.00004009191999999998,0.00007391329145667375,6.540735050699874e-8,1.0180954240835722e-9,0
323.5,0,0,0,0.00003789787999999999,0.00006207715350462878,3.276320540994097e-8,4.652959810800875e-10,0
324,0,0,0,0.00003715455999999998,0.00005055995196799925,6.770748584763478e-10,9.328978273297401e-12,0
324.5,0,0,0,0.000036027559999999984,0.000041279960783999386,6.877247260526848e-10,8.021718044165255e-12,0
325,0,0,0,0.00071256348,0.00003647996534399946,7.027128507178347e-10,7.032551731349477e-12,0
325.5,0,0,0,0.00067663188,0.000021419979650999688,4.056579410650487e-10,3.5296777895997373e-12,0
326,0,0,0,0.00059529978,0.00002195997913799968,4.1371124656297553e-10,2.9154880594229715e-12,0
326.5,0,0,0,0.0005986993500000001,0.000018899982044999726,4.1939592197609544e-10,2.383484634069094e-12,0
327,0,0,0,0.00067638888,0.000012509988115499816,4.251187288503472e-10,1.8224939737150255e-12,9.35999994311928e-16
327.5,0,0,0,0.00003788587999999998,0.000008558991868949875,4.2354866056837956e-10,1.5650718343728087e-12,5.660999965598104e-15
328,0,0,0,0.000042393839999999976,0.000011151989405599835,7.590951155033831e-10,2.4797400580953296e-12,1.894399988487731e-13
328.5,0,0,0,0.000047561199999999974,0.000010319990195999847,7.61110364835095e-10,2.1216772794094793e-12,2.623999984053952e-13
329,0,0,0,0.00004945547999999997,0.000008239992171999878,7.541476657648448e-10,1.900734645433083e-12,3.5839999782200317e-13
329.5,0,0,0,0.00005030671999999998,0.000009615990864799858,7.476679346644203e-10,1.4200088789202586e-12,3.430399979153459e-13
330,0,0,0,0.0010505157299999998,0.000011695988888799825,7.456470787613591e-10,1.0013057866628913e-12,3.967999975886464e-13
330.5,0,0,0,0.00108790371,0.000007208993151449894,4.177574104424634e-10,4.201384605458585e-13,3.5729999782868796e-14
331,0,0,0,0.0011158236,0.000007622992758149889,4.21182941648034e-10,2.544816055244661e-13,4.472999972817581e-14
331.5,0,0,0,0.0011352457800000001,0.00000953999093699986,4.2349271223578723e-10,3.0287575591100336e-13,4.958999969864157e-14
332,0,0,0,0.00117117738,0.00002204997905249968,4.257995568801588e-10,3.3804940326074034e-13,4.904999970192317e-14
332.5,0,0,0,0.00006142071999999997,0.00003095997058799955,4.2968867510105834e-10,5.578475205307411e-13,4.7699999710127104e-14
333,0,0,0,0.00006134875999999998,0.00007263993099199893,7.6173937321099e-10,1.3022797116366793e-12,6.015999963440767e-13
333.5,0,0,0,0.00005994603999999997,0.0000940799106239986,7.599539690063421e-10,1.5728870613588917e-12,5.747199965074266e-13
334,0,0,0,0.000057680079999999975,0.0001062398990719984,7.581685648016634e-10,1.7567069812494242e-12,4.979199969741402e-13
334.5,0,0,0,0.00005343587999999998,0.00011135989420799834,7.538616474947277e-10,1.54284233856792e-12,4.0319999754975354e-13
335,0,0,0,0.0009793807200000001,0.00011023989527199837,7.540409347131691e-10,1.4856225421080917e-12,4.403199973241753e-13
335.5,0,0,0,0.00093519441,0.000060389942629499115,4.2621061353275005e-10,8.828628073571733e-13,1.7186681612542505e-10
336,0,0,0,0.00089246448,0.000059309943655499123,4.3078695457281167e-10,9.207158434163277e-13,3.308684199788521e-10
336.5,0,0,0,0.00082958418,0.000059309699057794775,2.296550721979318e-9,4.745959713234737e-12,9.441217099156682e-11
337,0,0,0,0.00078952563,0.000059309454460090434,4.155275867836139e-9,8.139740162254468e-12,1.556999990538111e-15
337.5,0,0,2.6415071839475597e-15,0.00003973223999999998,0.0000637154104679288,3.243079128110275e-8,4.759811519350954e-11,0
338,0,0,0,0.00004147067999999998,0.00012318338586406318,1.0694926109588468e-7,1.3513534649669642e-10,0
338.5,0,0,0,0.00004024775999999998,0.00011869179082222984,1.8800904315821291e-7,2.0547987622007895e-10,0
339,0,0,0,0.000037909879999999986,0.00010860302252933847,2.6706412877622163e-7,2.1158530370422148e-10,0
339.5,0,0,0,0.000036027559999999984,0.00008846293241602017,1.5057150306640553e-7,1.1172840129942289e-10,0
340,0,0,0,0.0006989676300000001,0.00008191627851366994,3.5491946845293393e-8,2.131342760192163e-11,0
340.5,0,0,0,0.0006800306400000001,0.00004615318162406148,1.5897457723743144e-7,1.0229869402343805e-10,0
341,0,0,0,0.0007091647199999999,0.00005027563258490526,2.9787195490910834e-7,2.285729078636622e-10,0
341.5,0,0,0,0.0007650045000000001,0.00005394257388822725,4.6542446282242657e-7,4.907813307778414e-10,0
342,0,0,0,0.0008135607600000001,0.000055270086775487286,6.341796959858508e-7,8.398358552653124e-10,0
342.5,0,0,0,0.00004367667999999998,0.00005594485512167573,9.843660634945703e-7,1.5766285605595707e-9,0
343,0,0,0,0.00004662603999999998,0.00010751431240923733,0.0000023490146178836255,4.746880922496963e-9,0
343.5,0,0,0,0.000046913759999999975,0.0001200005172962508,0.000003040264063124783,6.652097167703246e-9,0
344,0,0,0,0.00004579875999999998,0.00012943747762240413,0.000003704852848809128,8.139365786801551e-9,0
344.5,0,0,8.484241527332793e-9,0.00004505543999999998,0.00012909948373511474,0.0000046837155432066065,8.602718784949638e-9,0
345,0,0,1.0480359495430174e-7,0.00094077774,0.00013257239422872678,0.000005711920958388343,7.122797963040916e-9,0
345.5,0,0,1.6676672890656427e-7,0.00101167056,0.00007865518281647946,0.0000038438566451663114,3.542818173073832e-9,0
346,0,0,2.77569366560557e-7,0.00101434113,0.0000848633853851505,0.00000448419006917831,3.4463361893880477e-9,0
346.5,0,0,3.394594727053396e-7,0.00108377676,0.00008759055080861865,0.00000550051922413792,4.01253083798987e-9,0
347,0,0,3.0563674781000965e-7,0.00111048246,0.00008861978704109401,0.000006477882597507357,4.974539597687673e-9,0
347.5,0,0,8.805616563546685e-8,0.00005517431999999998,0.00008923797987168924,0.000007772831158560057,6.007108950224632e-9,0
348,0,0,7.614214147421412e-8,0.00005584571999999998,0.00016130090046525037,0.0000160479926455113,1.0803847934315723e-8,0
348.5,0,0,1.2139068624705363e-7,0.00005564191999999998,0.00016730982231498206,0.000017271790923127737,1.1081096800881834e-8,0
349,0,0,1.753075178919008e-7,0.00005545007999999997,0.00017642218095661102,0.000018623150072072852,1.1483353342806322e-8,0
349.5,0,0,6.220984866953822e-11,0.001141883917473259,0.0001751612889051468,0.000017443466049873934,9.664454385129116e-9,0
350,0,0,1.6136461776872202e-9,0.0011816185421824482,0.00020300473604946368,0.000019375335025167968,1.0249769801762888e-8,0
350.5,0,0,1.490133921735859e-9,0.001233905432853239,0.00020577479024779034,0.00001705615916321267,8.600645264055207e-9,0
351,0,0,9.414463438692142e-10,0.0012721532333004387,0.00020798896737465156,0.00001393377282349547,6.474759408222589e-9,0
351.5,0,0,4.772522159491253e-10,0.0012603304635888548,0.00021554836843111293,0.000011397227721337737,5.6685079899407936e-9,0
352,0,0,4.989907111163377e-10,0.0012851795439918878,0.0002152403718740232,0.000008393556128415382,3.879969172037539e-9,0
352.5,0,0,4.7245731923438214e-11,0.0013369988898792736,0.00021604146258468493,0.0000068026585153621715,4.093918758526616e-9,0
353,0,0,3.523289564126752e-11,0.0013125623100100857,0.00021800964247066715,0.000005190389810910675,3.6313604393660964e-9,0
353.5,0,0,1.9367557966300322e-11,0.0012982672903723044,0.00023269152243563697,0.000004993879638705444,5.259091765651394e-9,0
354,0,0,4.17227345168881e-11,0.0012400412388490626,0.00023476122928312788,0.000004793356792550162,6.62113250568638e-9,0
354.5,0,0,0,0.0011823968068129626,0.00022708246741043838,0.000004852016536542801,9.289470903011853e-9,0
355,0,0,0,0.0011242803669823354,0.0002104256513541465,0.000004897273023268194,1.2094400690182881e-8,0
355.5,0,0,0,0.0011051157347111284,0.00018739950278728244,0.00000440101778284145,1.1104980049795012e-8,0
356,0,0,0,0.0011042599474303902,0.00016322415687685198,0.0000037794646703759182,9.472425744752584e-9,0
356.5,0,0,0,0.0011015897165572008,0.00016258544405346203,0.0000030412589236093286,6.213625277986092e-9,0
357,0,0,0,0.0011143839755282437,0.00018798652952309593,0.0000021515162079927485,3.3030317657297183e-9,0
357.5,0,0,0,0.0011496171350974247,0.00018468498233435105,0.000001698111250099299,2.3600632448446643e-9,0
358,0,0,5.6919110703031e-11,0.0012436274445194705,0.000183237965879629,0.0000012559098476720247,1.3900424959521981e-9,0
358.5,0,0,6.618513451560198e-10,0.0012501730202989776,0.00018654090046570204,9.016565183627816e-7,1.014792155034239e-9,0
359,0,0,0,0.0013153342539994775,0.00017898288923243397,5.749609990511477e-7,6.44769251399889e-10,0
359.5,0,0,0,0.0013892189257792527,0.00015925445396370493,6.836127969810439e-7,7.368731304661055e-10,0
360,0,0,0,0.0014554611182479068,0.00013498988675722707,7.759350942142339e-7,8.010944836188246e-10,0
360.5,0,0,0,0.001532261527722924,0.00014443122068372844,8.825255370099679e-7,8.30198394479639e-10,0
361,0,0,0,0.0015498297367933032,0.0001840048526724488,9.937767316933135e-7,7.52756189789434e-10,0
361.5,0,0,0,0.0014846863571769241,0.00021219775166985786,9.000960289965305e-7,5.369992446312531e-10,0
362,0,0,0,0.001406348147132471,0.00023822034402157325,7.644485509946816e-7,3.340592103381733e-10,0
362.5,0,0,0,0.001329502230709221,0.0002749669909039591,5.491148624836099e-7,1.8382492945536912e-10,0
363,0,0,0,0.001308547552544458,0.00031219061294329936,2.7498332725605884e-7,7.502734423017449e-11,0
363.5,0,0,0,0.001302511177375635,0.0003352301849870596,2.3293740137147703e-7,5.484948218062557e-11,0
364,0,0,0,0.0013532352918301678,0.0003778420288974255,1.9013329721745267e-7,3.4593541240074176e-11,0
364.5,0,0,0,0.0014327916407208582,0.0003809016405953066,1.068535519849879e-7,1.8806657160555305e-11,0
365,0,0,0,0.0015940385532376225,0.0003777229462856904,3.219029020780024e-8,5.6920364998837654e-12,0
365.5,0,0,0,0.0017701429853627345,0.0003458728148860305,4.32836995870337e-8,9.040359427885721e-12,0
366,0,0,0,0.0018772194014488068,0.0003182271905207768,5.129768786650964e-8,1.3226302506882886e-11,0
366.5,0,0,0,0.0020393610833662236,0.0003086564115780525,3.140822429721369e-7,1.1629030872416049e-10,0
367,0,0,0,0.002086246620127321,0.0002967411564310637,5.358701912141987e-7,2.352209113509284e-10,0
367.5,0,0,0,0.0021368611039279555,0.00032734622313294783,4.0503917559849024e-7,2.1051345047605376e-10,0
368,0,0,0,0.0021445912061740457,0.00039134014742032503,2.5884675704629433e-7,1.6560400504949532e-10,0
368.5,0,0,0,0.002092698976245802,0.0004872660173893885,1.5177087630632805e-7,1.1495555937705843e-10,0
369,0,0,0,0.0020630226639911796,0.0005777493954737538,8.28347502049162e-9,6.983072087137594e-12,0
369.5,0,0,0,0.0020843868505890264,0.0006391807069032816,5.999899556477457e-8,5.2859441589193047e-11,0
370,0,0,0,0.0023136435842361354,0.0006868711998300041,1.214748016543354e-7,1.1569363981270026e-10,0
370.5,0,0,0,0.0025384701261612908,0.000683419802644672,6.203469728447756e-8,5.891354324770428e-11,0
371,0,0,0,0.0029380402343522666,0.000702924717065724,2.3975923181986126e-9,2.192542466231679e-12,0
371.5,0,0,0,0.003377653444523091,0.0006517771071433319,1.4094119874702792e-7,1.1369425312131544e-10,0
372,0,0,0,0.004030968473298161,0.0006291144565499895,2.597642248987619e-7,2.0434878076972516e-10,0
372.5,0,0,0,0.004824544802809974,0.0005846065511877907,3.1333966458999474e-7,1.9642942789685652e-10,0
373,0,0,0,0.005635526830059496,0.0005193699357237717,3.4367451961508583e-7,1.941582728392019e-10,0
373.5,0,0,0,0.006644949495082062,0.00046441199172264977,2.2716296955661915e-7,1.277065060226602e-10,0
374,0,0,0,0.007409408422121581,0.0003965758734162251,1.3070885404296335e-7,7.666781866162622e-11,0
374.5,0,0,0,0.008301311797891047,0.00039689960670481685,1.5481664460463942e-7,7.525387216321188e-11,0
375,0,0,0,0.00904210554886163,0.0004130903355085146,1.8021223605102887e-7,6.648350521031212e-11,0
375.5,0,0,0,0.00977571803707005,0.0004976965800654848,1.0244449563029996e-7,2.834579950808009e-11,0
376,0,0,1.7085593108999975e-9,0.01085128286292743,0.0006005023503465285,1.5114066265741222e-9,2.586100349960164e-13,0
376.5,0,0,3.1945978672651783e-9,0.012028158410257181,0.0006657805261241462,1.5815784711372191e-9,2.8357129210655814e-13,0
377,0,0,2.726773780261484e-9,0.013616478372518177,0.0007182442299462048,1.6508676533463474e-9,3.263189226351645e-13,0
377.5,0,0,5.619947830627099e-11,0.015446639964182263,0.0007633559335086112,5.9563897900315164e-9,1.3848417704957596e-12,0
378,0,0,0,0.01706279228412458,0.0008022825540386706,1.0246183716384354e-8,2.4928152593437352e-12,0
378.5,0,0,0,0.018762826058206623,0.0008479971835793841,1.738620073504601e-7,4.9488171262706293e-11,0
379,0,0,0,0.02200429434702543,0.0009084690069508987,3.556365611940137e-7,1.2079575270272053e-10,0
379.5,0,0,0,0.02579483617554208,0.0008769633415367945,1.6618267957532312e-7,5.5668649006575894e-11,0
380,0,0,0,0.03110422294642232,0.0008448651990985316,1.5989387698855953e-9,4.3700394259521776e-13,0
380.5,0,0,0,0.037350584633360946,0.0007474266626915826,1.7594153835269058e-9,4.25366808126277e-13,0
381,0,0,0,0.043510417536643864,0.0006484837817244851,1.8041628012907402e-9,6.642861654157189e-13,0
381.5,0,0,0,0.05052095724333008,0.0005838894762833875,1.9017196614801627e-8,1.1104956710072285e-11,0
382,0,0,0,0.058749826998933205,0.0004964556555759583,3.205134564075244e-8,2.886861422316934e-11,0
382.5,0,0,0,0.06804444765736732,0.00041208382584385363,1.3908940010938194e-8,1.596229503905211e-11,0
383,0,0,0,0.07758714377008023,0.0003390598265449216,6.385604015546192e-10,8.870803205283134e-13,0
383.5,0,0,0,0.08842467085425261,0.00030011137946462665,5.543624502993145e-10,8.091685739802303e-13,0
384,0,0,0,0.09520484730111413,0.00025805861820771525,4.751408791427995e-10,7.142637678447066e-13,0
384.5,0,0,0,0.1022921561686697,0.00036054037370240676,6.499456818053119e-10,8.143341656154562e-13,0
385,0,0,0,0.10963275372263026,0.00046650343861746977,8.282075393865401e-10,8.275449550927695e-13,0
385.5,0,0,0,0.1170247792796269,0.0005684751461274992,1.0042842093003623e-9,8.121137690892609e-13,0
386,0,0,0,0.1369649636336818,0.0006671734398519928,1.1810816091846772e-9,7.128994912929784e-13,0
386.5,0,0,0,0.15957710924694268,0.0005519221106314418,7.999329872771997e-7,3.971069299396057e-10,0
387,0,0,0,0.18976022406542326,0.00044007332972950566,0.000001295516382246087,5.343648369920874e-10,0
387.5,0,0,0,0.2244406453328647,0.0002623005007575328,5.333766903814769e-7,2.573554180642368e-10,0
