16-Jun-2022 SHow Spectra 
Wavelength,UHP-T-670-SR,UHP-T-545-LA21,UHP-T-620-SR,UHP-T-405-EP,UHP-T-450-EP,UHP-T-488-SR,UHP-T-520-EP,UHP-T-650-EP
388,0,0,0,0.25198789563022167,0.00009879533138001762,9.935097101778953e-8,5.7882367886753276e-11,0
388.5,0,0,0,0.28228132431514513,0.0000633826068165737,1.3371981173181247e-7,8.165822334290509e-11,0
389,0,0,0,0.3119383504747149,0.00002701353563424075,8.402131939525126e-8,5.5754444845161317e-11,0
389.5,0,0,0,0.34367600960187006,0.000020382736200241434,5.793131932456977e-8,3.5330817992411273e-11,0
390,0,0,0,0.3772378181725083,0.000013503194707193498,3.465705899122255e-8,1.8375734831044643e-11,0
390.5,0,0,0,0.4128726035536367,0.00001007854453308498,1.7509509126825894e-8,9.610471546644764e-12,0
391,0,0,0,0.4497564787344148,0.000006628906953125743,5.899722531844677e-9,3.2355255689758495e-12,0
391.5,0,0,0,0.48847906978599015,0.0000070513653206408706,1.553629406168429e-8,8.938013529788443e-12,0
392,0,0,0,0.5284350001121214,0.0000074989076150475834,2.6465704295900354e-8,1.6174171010192123e-11,0
392.5,0,0,0,0.5692803756965746,0.000006912548513886064,1.996569055937746e-8,1.3191568924357672e-11,0
393,0,0,0,0.6110657680676694,0.000006448230088155162,1.4298027330291254e-8,9.483094057521502e-12,0
393.5,0,0,0,0.6531148238427813,0.000006293019599494453,1.639534494949782e-8,1.1894788101210233e-11,8.964701463330018e-12
394,0,0,0,0.6946836944264441,0.000006125902232287192,1.8206278095408753e-8,1.3245037668798566e-11,1.1842089019049204e-11
394.5,0,0,0,0.7355438962562387,0.000007166086080002466,1.0614052646622532e-8,6.90240984532793e-12,1.1764936516985564e-11
395,0,0,0,0.7757634959323629,0.00000800835573741181,3.143050260659266e-10,1.783646015578041e-13,8.424333517278445e-12
395.5,0,0,0,0.8137906948532578,0.000006151444037915014,6.0103151794937295e-9,3.5818611673224526e-12,2.2055684024195342e-11
396,0,0,0,0.8489809861225044,0.000004451435567182499,8.622080893625988e-9,5.34751937093948e-12,7.598229777071226e-12
396.5,0,0,0,0.8813705366116389,0.000004325600695624673,8.448186104767039e-9,5.0132789121835755e-12,2.647576487947957e-12
397,0,0,0,0.9099555076920038,0.000004214850249570158,8.212761240596433e-9,4.5102233552345246e-12,0
397.5,0,0,0,0.9351522985696596,0.000004428776421678706,6.761744512999351e-9,3.8159785359827965e-12,1.23112001669648e-11
398,0,0,0,0.9560205917727416,0.00000462177163266443,5.141664361500941e-9,2.853963574370499e-12,5.9983337162700195e-12
398.5,0,0,0,0.9725956960314842,0.000006683903605739325,8.055966669609522e-9,3.99874637720127e-12,2.358813181220572e-12
399,0,0,0,0.9853593167629446,0.000008892462938121254,1.1471926447914917e-8,4.938182083102398e-12,0
399.5,0,0,0,0.9931899735323356,0.000006677230651159138,7.873065967228656e-9,3.0904896276895825e-12,0
400,0,0,0,0.9962154956804787,0.000004318287191027567,4.630196379369372e-9,1.8251638198420697e-12,0
400.5,0,0,0,0.9950595303390146,0.000005906457996555573,7.409206362624035e-9,3.1845943327155473e-12,0
401,0,0,0,0.9902034623481788,0.000007541665033345194,1.0886711526372266e-8,4.760647476059169e-12,0
401.5,0,0,0,0.9818178842623847,0.000007976348849051034,8.61576258543675e-9,4.212226955376251e-12,1.4290965778581953e-9
402,0,0,0,0.9700085529503095,0.000008441677183452393,6.16255866073713e-9,3.315959266194609e-12,2.9727766081158357e-9
402.5,0,0,0,0.9547458507866351,0.000008088304033454787,8.176668182863512e-9,6.006034041753472e-12,4.524790064941256e-9
403,0,0,0,0.9360550245565743,0.00000778107615111998,9.804280616217883e-9,9.266186177228063e-12,8.46415209403272e-10
403.5,0,0,0,0.9143051609550903,0.000006229373105510434,6.793594850765102e-9,8.475024637883957e-12,1.425356405869074e-9
404,0,0,0,0.8891679424017911,0.000004424330646591251,4.150205189174403e-9,6.642189579586956e-12,2.20153573320035e-9
404.5,0,0,0,0.861986879392311,0.000006899317963446592,6.338106157258042e-9,1.3365209563727471e-11,4.273219143583825e-9
405,0,9.282399078367173e-8,0,0.8337109569932108,0.000009415134029264506,8.550300329977125e-9,2.224190208178906e-11,6.8169705232836805e-9
405.5,0,0.000002679511914043694,0,0.8041102967213128,0.00000876233287218582,6.041411348751454e-9,1.7959585987142565e-11,4.140376438032097e-8
406,0,0.00000489754626405302,0,0.7736317755635578,0.000008180392442282496,3.877856135229091e-9,1.2709226440951927e-11,4.8513066167749145e-8
406.5,0,0.0000046100706462740064,0,0.7424026974967562,0.000009458339198651627,8.082159915237648e-9,2.536777517784175e-11,3.753961798159889e-8
407,0,0.0000028554264708069254,0,0.7107418447925964,0.00001094148363895023,1.3031189351827944e-8,3.867445974721481e-11,1.750299456570024e-8
407.5,0,0.000002350700743182757,0,0.6788820521348089,0.000010688421307660019,1.1722833520346765e-8,3.2252603258450936e-11,1.3195567883462976e-8
408,0,3.3128693815978044e-7,0,0.6468658621341691,0.000010364088229124521,1.052621177206431e-8,2.7486190767666785e-11,1.6190345635133225e-9
408.5,0,2.411550214169801e-7,0,0.6151634221206649,0.000013018130375082447,1.3949572433365834e-8,3.6473086949076205e-11,1.1251027684163537e-9
409,0,1.319419093941913e-7,0,0.584410259837423,0.0000158376277558431,1.7793531625145133e-8,4.6568902569261814e-11,5.149830092869358e-10
409.5,0,2.162718117937543e-7,4.681370330519741e-10,0.5543963246532089,0.000014916639930861349,1.4807134685540962e-8,4.023224018151812e-11,5.128669297130182e-10
410,0,3.122147440721817e-7,5.315149897319609e-9,0.5249761243471472,0.000014057967813244391,1.209717748425709e-8,3.389126950648495e-11,3.540625915393504e-10
410.5,0,0.0000017012821013634998,0,0.49687218242151776,0.000019389946238787886,1.4326895413325026e-8,4.2012548841377187e-11,0
411,0,0.0000020476188414277886,0,0.47028831838731094,0.000025491928227772447,1.5760260394278104e-8,4.659091512578898e-11,0
411.5,0,0.0000017300047574202488,0,0.445263366576933,0.00002867032514217572,1.8177530989013035e-8,5.2977159699239536e-11,0
412,0,0.0000011850008203709506,0,0.42128524942679696,0.000032217902999952976,2.0677041946255386e-8,5.859367456372981e-11,0
412.5,0,0.0000030412340150864626,0,0.39846664850896313,0.00003936786210135857,2.2351742607302547e-8,5.680213018701837e-11,0
413,0,0.0000012219680838842002,0,0.37659759007059773,0.000047142810487218155,2.3789897623647963e-8,5.90928078846032e-11,0
413.5,0,0.0000010313452471882204,0,0.35581426795740484,0.00006373565205113032,4.78595464913484e-8,1.1567571203884638e-10,0
414,0,7.754482495373254e-7,0,0.33595106159493515,0.00008200656591388104,7.983974592571285e-8,1.6942242833116057e-10,0
414.5,0,0.0000011393785015487796,0,0.3171382489872339,0.00011230761690650404,9.667052063991753e-8,1.648380513750204e-10,0
415,0,0.0000015196792552370007,0,0.2989770457518581,0.00014642251187405516,1.1099805453759593e-7,1.5663371969582246e-10,0
415.5,0,0.000006988360049627423,0,0.28166607133957294,0.00020258252708003888,1.616359176396955e-7,2.2230607993256507e-10,0
416,0,0.000007075956792169677,0,0.2642244635515034,0.0002675408019503299,2.203358925029139e-7,2.949808185822288e-10,0
416.5,0,0.000007345733615862238,0,0.24750516312915863,0.0004009194428318988,2.6721350317450014e-7,3.7450628872970256e-10,0
417,0,0.00000760034237154771,0,0.22990947885471885,0.000555634549598231,2.9066780120821553e-7,4.530513374119545e-10,0
417.5,0,0.0000070835332070603425,0,0.21318625845785658,0.0008676537069152221,3.7917573007298217e-7,7.871125429779884e-10,2.900656213480782e-10
418,0,0.0000014092587856239155,0,0.19470074848128727,0.0012191233602305443,4.438113995552409e-7,1.18604381903849e-9,5.034200577732206e-11
418.5,0,9.449328280379677e-7,0,0.17753232191190998,0.0019520000045552637,5.509368029008087e-7,1.9484024792332883e-9,1.2418938625619185e-11
419,0,3.452271374411864e-7,0,0.15828849758042887,0.0027868257781247484,5.891868185804691e-7,2.5298185736385664e-9,2.709475330707909e-13
419.5,0,0.0000011289861168769605,0,0.14060634508824327,0.004260439506125738,9.18216866316426e-7,4.316557315983353e-9,0
420,0,0.0000020452756070736206,0,0.12238911241362811,0.0059712516463597915,0.000001301318779902036,6.9140246960205965e-9,0
420.5,0,0.000013410173137983117,0,0.1058219091451684,0.00834868821933659,0.0000021433663445271878,1.1911023180129877e-8,0
421,0,0.000018033448040911502,0,0.09022005737861312,0.011101403709705172,0.0000031944670397326255,1.8230218388138464e-8,0
421.5,0,0.000014579837803971708,0,0.07621892424595912,0.014412364462903868,0.000003687178300198551,1.9516585573004427e-8,0
422,0,0.000010897843980081285,0,0.06669277723221072,0.018258694303039207,0.000004146009744525247,2.0395868043091197e-8,0
422.5,0,0.000015509174513122073,0,0.05812489101020448,0.021369819329507957,0.000005238962202440796,2.5572920521048993e-8,0
423,0,0.0000044662142862671805,0,0.05265160192328529,0.024870829188223247,0.000006447458721572013,3.079139864462422e-8,0
423.5,0,0.0000034875082308272345,0,0.04769561148432009,0.02765208542581417,0.000008644425523790406,4.228971055438026e-8,0
424,0,0.000002552412600642969,0,0.04299666799903861,0.030755323148477592,0.000010971952731007433,5.4104161412975176e-8,0
424.5,0,0.0000026765586417262707,0,0.03871875960507282,0.0342642674571494,0.000014979375157614521,8.164436927016112e-8,0
425,0,0.000002779189254799866,0,0.032476804912249656,0.03814421532498291,0.00001915748413684994,1.1690782617725988e-7,0
425.5,0,0.000012606349964831702,0,0.026912678952523597,0.04466985113865855,0.000020475523545189247,1.3679967941128318e-7,0
426,0,0.000012688889738132083,0,0.02069566722321129,0.05190266621226281,0.000021748171113731968,1.5558979304284356e-7,0
426.5,0,0.000012898766118616896,0,0.015206400798694283,0.06162853076865835,0.000020706009469435962,1.402179576640856e-7,0
427,0,0.0000130652846557499,0,0.010340639790976727,0.07249365298148763,0.000019164102151924863,1.208660303820317e-7,0
427.5,0,0.000014042961867543634,0,0.006030670535580854,0.0845939559543666,0.000018850877437847556,1.0323388269363413e-7,0
428,0,0.0000033358748194609993,0,0.003944983145076664,0.09914954712495819,0.000018141313033782565,8.226455429223481e-8,0
428.5,0,0.000001921143336620989,0,0.0020837560500834174,0.11107843990203883,0.000014150892708925704,5.27001939911406e-8,0
429,0,5.968409884137931e-7,0,0.0015531861333441645,0.12455481276708809,0.000009708385516603684,2.8652774554700436e-8,0
429.5,0,9.579877942603988e-7,0,0.0010775142757710524,0.13624550578400352,0.00001257999254722671,3.3211530168474445e-8,0
430,0,0.0000012777154584778664,0,0.0009875973939687617,0.14908942042581844,0.000015681597940456254,3.6796609723269773e-8,0
430.5,0,0.00001184076259081657,0,0.0009060923032777024,0.1608770630086136,0.000015905105423513324,3.256582843882212e-8,0
431,0,0.000018058949924034566,0,0.0008431447428536363,0.17462957676092394,0.000016124954579316485,2.8056327169408133e-8,0
431.5,0,0.00002616032504433027,0,0.0007857466669896384,0.18827279978246775,0.000020023409674940582,2.916063999094443e-8,0
432,0,0.0000349226490999313,0,0.0006991286055620519,0.2028892153493304,0.000024137437497484146,3.0447779313996055e-8,0
432.5,0,0.00004069516955620294,0,0.000619615519914578,0.21850199268132672,0.00003675341692024452,4.4894213683946034e-8,0
433,0,0.000010362963123638138,0,0.0005523434739935422,0.23509028038320917,0.00004992175452009019,5.8535760918186996e-8,0
433.5,0,0.000011220184800668513,0,0.0004895999040958914,0.25301921852155923,0.0000854517115883673,1.0959817950176664e-7,0
434,0,0.000012049329261826718,0,0.0004495079418338121,0.27182849628646927,0.00012273957102633724,1.7005535641883653e-7,0
434.5,0,0.000012726222774004044,0,0.0004123029690566984,0.29277704534266424,0.00014360028982384073,2.1451411648868886e-7,0
435,0,0.000013334268854708832,0,0.00036824771694015843,0.31366548320233567,0.0001655905443208663,2.615065694459872e-7,0
435.5,0,0.00006267690453709073,0,0.00032758138872032266,0.33803830883690333,0.00014221291450132573,2.281350564360168e-7,0
436,0,0.00006509856977643796,0,0.0003021893619107513,0.36354429811586764,0.00011813350296285679,1.905018619086079e-7,0
436.5,0,0.00008531897528659824,0,0.00027877835026608315,0.39025698811206483,0.00008118263850102829,1.271901044483964e-7,0
437,0,0.00010568407043142625,0,0.000258768279790259,0.41812990701684466,0.00004186367872027998,6.510915544060393e-8,9.677718323088482e-11
437.5,0,0.00011170142805580979,0,0.0002396470352642142,0.4460921160875213,0.00003113263164433576,4.279386946218805e-8,2.058593902852374e-10
438,0,0.000026108752751817152,0,0.00022651034887171702,0.47411354338042266,0.00001968842071560293,2.2361949931116425e-8,1.1056238083096314e-11
438.5,0,0.000026948833598378686,0,0.0002143727621926852,0.5027485366480025,0.000016293821202957324,1.5309658872533248e-8,0
439,0,0.000027696469386766506,0,0.0002292896786584436,0.5313959259829629,0.000012687178120548642,9.600647494521012e-9,0
439.5,0,0.00002492038323287634,0,0.00024111411614096705,0.5581544449508734,0.0000127819221755292,8.643629548445284e-9,0
440,0,0.000022193567453860077,0,0.0002540127809715162,0.5858154945272782,0.000012854445693619165,7.82151118756229e-9,0
440.5,0,0.00009049253507705302,0,0.0002646308278814701,0.6133554743010452,0.000010592466025133935,6.6288112064565305e-9,0
441,0,0.00008169859291993712,0,0.00024361094991118786,0.6408098987671427,0.000008203848944580111,5.2846470536902875e-9,0
441.5,0,0.00008127888586347717,0,0.0002243388750109398,0.6694319817440353,0.000009395894515539923,7.0244576975162794e-9,0
442,0,0.00008059061816974154,0,0.00021808035587160174,0.6980752168254619,0.000010669853504320212,8.8697604624574e-9,0
442.5,0,0.00007127314480134066,0,0.00021023492499040952,0.7261184395424578,0.000012391224250779156,1.3569402107062504e-8,0
443,0,0.000013890032719299025,0,0.00019216321029874413,0.7541342720670706,0.000014201700151798324,1.865630948329304e-8,0
443.5,0,0.000011420267223838981,0,0.0001755384270733541,0.7810857259797835,0.000013238981380605867,2.1847684117195346e-8,0
444,0,0.000009145068554444796,0,0.00015955387354265634,0.8070945896391623,0.000012213466516245039,2.4182965924110468e-8,0
444.5,0,0.000006061142854170937,2.517624469927207e-12,0.00014460855694543862,0.8321679907385588,0.000014407516263669718,3.054330846773944e-8,0
445,0,0.0000032874887367047912,0,0.00012354563348912555,0.8553143347268993,0.000016734346934198186,3.653215062348328e-8,0
445.5,0,0.000010098893497794314,0,0.00010663980373098565,0.8781557057414182,0.000018788136264559857,3.595151015365999e-8,0
446,0,0.00000588477492416446,0,0.00008987726272067132,0.8990919616333324,0.000021038579088896123,3.4275196216811824e-8,0
446.5,0,0.0000038079372945713233,0,0.00007493172463061013,0.9180393698310508,0.00002345357850377716,2.8770365619965423e-8,0
447,0,0.000001942704848071665,0,0.0000670966388524516,0.9350620088181577,0.000026069164498862876,2.2821846898172374e-8,0
447.5,0,0.0000021173663259931105,0,0.00006031035896764832,0.9482751742524022,0.000029215926529788013,1.857637412011501e-8,0
448,0,4.991170629520368e-7,0,0.000056221749270639425,0.9605116638747329,0.00003258037023804547,1.4875337519052449e-8,0
448.5,0,3.8439949123737853e-7,0,0.000053443195310814555,0.9704074141734883,0.000037481615329451396,1.415897382059098e-8,0
449,0,2.8282594017498826e-7,0,0.00005551806485606411,0.9783291964917814,0.00004306324453171393,1.3364144137033777e-8,0
449.5,0,6.541384851790814e-7,0,0.000057534315398018915,0.9821307405931037,0.00005153926686315364,1.4500818757689082e-8,0
450,0,0.000004872455553319194,0,0.00005886276493170098,0.983951562019883,0.00006059785729109227,1.598433665935393e-8,0
450.5,0,0.0000033461037395058736,0,0.00005897548468301711,0.9838214095427766,0.00007580387215329344,2.1657396109229075e-8,0
451,0,0.0000020723452377335777,0,0.0000655508396532653,0.980741344305263,0.00009144852080687054,2.8510325765469732e-8,0
451.5,0,0.000002304452544476334,0,0.00007072846851939654,0.9739494845710318,0.00011725094303355579,4.256180046222986e-8,0
452,0,0.0000024525107126516594,0,0.00007233632046279852,0.9632755385146855,0.00014405496103728593,5.9058450718767115e-8,0
452.5,0,0.0000032370987955923266,0,0.00007503470970686177,0.9504552517523298,0.00018663128924281355,9.245220266530035e-8,0
453,0,0.000003819275420963871,0,0.00007673716370243143,0.9347659730674762,0.0002312289851452576,1.360031841864284e-7,0
453.5,0,0.0000063571024103440366,0,0.00007795362920989911,0.915726207787569,0.0002860116207304339,1.8558965265715235e-7,0
454,0,0.000008575422196647917,0,0.00007425954645150679,0.8938782017489585,0.0003430749830768022,2.425657080703749e-7,0
454.5,0,0.000009348649717473252,0,0.00006983866152041804,0.8703296291200439,0.0004152170038731675,2.640777525884945e-7,0
455,0,0.000010028304429464616,0,0.00006705079161501296,0.8458837177651397,0.0004932295886165114,2.9162571639612533e-7,0
455.5,0,0.000008426265886884364,0,0.0000650739903216897,0.8204338446127815,0.0005722937153468906,2.861184889838614e-7,0
456,0,0.000006874391248223697,0,0.000056894837003943444,0.7940425925902905,0.0006571933266694822,2.5733572156933657e-7,0
456.5,0,0.000004919483562533763,0,0.00005046686128472197,0.7704220987546744,0.0007507830041798404,2.271355119562068e-7,0
457,0,0.0000029309845288282226,0,0.00004424533665831758,0.7457387057494628,0.0008510217551146889,1.9099747227410314e-7,0
457.5,0,0.0000022483319879321663,0,0.00003927595327311372,0.7202791781105562,0.000962499396477463,1.7602819894730433e-7,0
458,0,0.0000015841928656506076,0,0.00003605837695107013,0.6957394525781734,0.0010811418779179663,1.5698314200550863e-7,0
458.5,0,0.0000012427254672405863,0,0.00003208814386809276,0.6712676166274957,0.0012415235626025423,1.580615824676335e-7,0
459,0,9.251918563703982e-7,0,0.000030480836507919624,0.6477807403909215,0.0014224365272717207,1.559300048103783e-7,0
459.5,0,0.0000011666527816135256,0,0.000028981802097350604,0.6245559836118619,0.0016941411764632213,1.7996708657111684e-7,0
460,0,0.000001386253432825665,0,0.00002699973880187665,0.6013982839039805,0.001993946279015775,2.0280744600555135e-7,0
460.5,0,0.0000011969732439484094,0,0.000024659861584152925,0.5791829094877434,0.002451343516511653,2.6415610738707195e-7,0
461,0,9.928309350309516e-7,0,0.000021980911164060136,0.5570342085397881,0.0029647308231446888,3.27256461255918e-7,0
461.5,0,0.0000016321753353663811,0,0.00001962965842745461,0.534595095874675,0.003746115762409411,4.350469031630196e-7,0
462,0,0.000002402620338627993,0,0.00002108347186350517,0.5123204787058575,0.004611681760484835,5.800135689490842e-7,0
462.5,0,0.0000036103693436378133,0,0.00002219465327733211,0.48835520173640184,0.006066961416143647,9.777066824735482e-7,0
463,0,0.000005035638799822149,0,0.00002380919594581211,0.46571271157623023,0.007688852924343138,0.0000014714425827259787,0
463.5,0,0.0000073267496220583744,0,0.000024836338852739996,0.4419561411313501,0.010294585105076274,0.000003091173612028364,0
464,0,0.00000983798777010756,0,0.000025954574721127367,0.4196364576175961,0.013181593277794655,0.0000053265968319841346,0
464.5,0,0.00001352797625221509,0,0.00002723992525390634,0.3933805907451697,0.01804460764331678,0.000009999033145049846,0
465,0,0.00001773183602739239,0,0.000027969109158100855,0.36968767208734316,0.023429670900385287,0.000016325914062982836,0
465.5,0,0.000018179971641198733,0,0.000028235968189314484,0.3424081452286908,0.03146203737259105,0.00002354925736065001,0
466,0,0.00001862538283160499,0,0.000025031826109445826,0.3169924238475254,0.04038739278718349,0.00003244142215468734,0
466.5,0,0.000015694536412295048,0,0.00002217237904476863,0.2893881079336864,0.052977361041177146,0.00003632345017339895,0
467,0,0.000012417333552914428,0,0.000020131296534527413,0.262960806869244,0.06707269375207521,0.000038779682226340514,0
467.5,0,0.000010409504484244177,0,0.000018405345857574558,0.23621965017372018,0.0840208890591653,0.0000370211425710617,0
468,0,0.00000831130677774807,0,0.000015871324091641908,0.21134584127305112,0.10271963235592654,0.000031029260244663334,0
468.5,0,0.000007528691001158109,0,0.000015329654609051825,0.18995349348034954,0.1211003087363585,0.000028290500940542362,5.56477548471819e-14
469,0,0.000006669161162533553,0,0.000013229622820720983,0.1695697547912073,0.14092361062061165,0.000023220981243475184,4.82846785804614e-14
469.5,0,0.000006496462910973738,0,0.00001333664764893422,0.1478547703463881,0.16534564291290377,0.000023169175832027853,2.81440486962471e-13
470,0,0.000006209383357113604,0,0.000013812669524761545,0.12731070677984258,0.1916011107683861,0.000022146496066528974,2.825494967373831e-13
470.5,0,0.000006783339229459009,0,0.000013476306359856908,0.10170312281812191,0.22728311904609463,0.000025099727117085622,3.8545804366845494e-13
471,0,0.000007408118091436867,0,0.000012454543582877974,0.0777731827199361,0.2655507781337461,0.000028055972156515145,3.961966627758843e-13
471.5,0,0.00000920819621812093,0,0.000011643728136460235,0.05508796060867944,0.30931227922176574,0.00003387483626140595,4.825791967719392e-13
472,0,0.000011180478543020724,0,0.000011447627642011695,0.034116552241912894,0.35614659775224844,0.000040378924896313554,5.003035331948699e-13
472.5,0,0.000012343437108309341,0,0.000010199062522952913,0.02140232356749669,0.3916712112367209,0.000051014066954177835,5.0246750168537e-13
473,0,0.000013614960096238249,0,0.000009427960469067653,0.00971889161508543,0.4316775144285651,0.00006310222594393611,4.568592364234824e-13
473.5,0,0.000017329279837608045,0,0.000010542144084001505,0.006530518653826392,0.4592463063235517,0.00007896886252450797,6.676744977902304e-13
474,0,0.00002104656683185223,0,0.000012414003029565737,0.003630768478195961,0.4844369593754111,0.00009576194951902597,7.547497573616689e-13
474.5,0,0.00002336252783567335,0,0.000012419154837869488,0.003250900691447821,0.5042856584630205,0.00011440697599105204,8.2043673991744e-13
475,0,0.000025650592603679737,0,0.00001201736597033186,0.00290672227987965,0.5241157164290872,0.00013433542884543474,7.058733295684884e-13
475.5,0,0.00003592305533680524,0,0.00001069465680412793,0.0027284232796886184,0.5464671041023583,0.00014335064805862,3.352542465111811e-13
476,0,0.000047721246004318166,0,0.00000889859951027986,0.002554427382379056,0.5659135229326381,0.0001526307724757129,0
476.5,0,0.00006836097998684039,0,0.000008282728191771008,0.0024894359884782527,0.589016562874199,0.00014479547133853832,0
477,0,0.00009316102940837345,0,0.000008481148516967834,0.002404402649143946,0.6092766279892999,0.00013626338132920155,0
477.5,0,0.0001221553599682977,0,0.000010120385923885227,0.002372227535355426,0.632073356455082,0.00011834710435657737,0
478,0,0.00015500782995356906,0,0.000012574303768052479,0.0023169853070451316,0.6520013768810521,0.00009948121867283016,0
478.5,0,0.00018912361207308923,0,0.000016744302271128677,0.0022593524917552737,0.6743719074083852,0.00008388303851924173,0
479,0,0.00022509948455266823,0,0.00001852154404667484,0.0021959216777371624,0.6938506424872637,0.00006610187465456215,0
479.5,0,0.0002655529824884786,0,0.00001703882468593659,0.00209348160363074,0.7135465571387954,0.00005732412312938629,0
480,0,0.0003062344533778604,0,0.000015870588144443635,0.0019742715347278996,0.7332254582660137,0.00004747696849309676,0
480.5,0,0.0003599442617062746,0,0.000015114574064677017,0.001849111177419731,0.7533226847595536,0.00004410940446951725,0
481,0,0.00041919562081610114,0,0.000014967891082996704,0.001727633830175034,0.7734263161896374,0.000040032403608329327,0
481.5,0,0.000493539951694984,0,0.000015485846383982084,0.0016229737916209047,0.7934246392947302,0.00003863454758085897,0
482,0,0.0005761433500913938,0,0.00001733373124728808,0.0015222453968232817,0.8105697363878137,0.00003662567630442983,0
482.5,0,0.0006684569476810676,0,0.000020143969708844544,0.0013276663631754994,0.8285807861534763,0.000036482453757964865,0
483,0,0.0007698716928589639,0,0.000020984104203173692,0.0011488632410579375,0.8466276571009491,0.000036268843943176586,0
483.5,0,0.0008701373994700502,0,0.000016983792036377165,0.0011733150946465975,0.8599304699367509,0.00003628857001645268,0
484,0,0.0009773070630666226,0,0.000013503247869428415,0.0011937810354969163,0.8732004512225663,0.000036467876021775406,0
484.5,0,0.0011180007712287888,0,0.000011218730150551347,0.0010006192856838974,0.8861129821632269,0.000039529325184247274,0
485,0,0.0012679999590035835,0,0.000011668444926785076,0.0008222358979065309,0.9019264133193705,0.000042876094983703487,0
485.5,0,0.0014468799965524778,0,0.000011755970361897136,0.000850192237465213,0.9100929524759258,0.0000471087655925239,0
486,0,0.0016359777381590188,0,0.000011155541695302142,0.00087563158085048,0.921110263174457,0.00005149421001682516,0
486.5,0,0.0018146943769726974,0,0.000010439781555700447,0.0008145750368978697,0.9300122380477984,0.000054747651695557215,0
487,0,0.0020013128495038274,0,0.000010451130499779459,0.0007568448081552011,0.9389197385430305,0.00005821902687842312,0
487.5,0,0.002101968569729118,0,0.000010964835349198299,0.0008097438076268451,0.9433800604723419,0.00006750593226725856,0
488,0,0.0022194837520289386,0,0.000011976912350091743,0.0008565388300575807,0.9449697536362375,0.00007799631920792947,0
488.5,0,0.00221885093911367,0,0.000011586665487248028,0.0007892586637040416,0.9521625391796514,0.0000957279568188491,0
489,0,0.0022199203568674013,0,0.000013382211299306946,0.0007260152636666307,0.9536468221923484,0.00011548872927522935,0
489.5,0,0.0021032501744348278,0,0.000015472529745742905,0.0006567131495346149,0.9577199797399021,0.00013583764451913054,0
490,0,0.0019743933124792396,0,0.000016388242986734137,0.000592017016592526,0.9560585072572994,0.00015845910898893814,0
490.5,0,0.001842448198709338,0,0.000017025777797522468,0.0005593824114175839,0.9561788303383367,0.00017690019688014477,0
491,0,0.0016937133624968755,0,0.000018658449740605563,0.0005296882913813949,0.9505547743948869,0.00019723785009224867,0
491.5,0,0.0015937172863201609,0,0.00002222001631794448,0.0004759823783652958,0.9480580161481041,0.00022508000364947236,0
492,0,0.0014763798988132995,0,0.00002642919822656282,0.00042611933566056486,0.9426838042075087,0.00025555310864833067,0
492.5,0,0.0014412702397279278,0,0.00002826141445578618,0.0003788526546310211,0.934425409255045,0.00030995565336538306,0
493,0,0.0013966557483143217,0,0.00003094595387103816,0.00033326096332170674,0.9261595958242538,0.0003713111113522679,0
493.5,0,0.0014557340952545852,0,0.000029415835627858415,0.00034340681992692284,0.9156958023094857,0.0004627336114757844,0
494,0,0.001518056552632797,0,0.000026917317751616892,0.00035315719637912503,0.9024041540579709,0.0005582143767518318,0
494.5,0,0.001672065751661936,0,0.000026146083855915762,0.0003251261934641236,0.8898200379967687,0.0007065816780980269,0
495,0,0.0018369083203350074,0,0.000026061326972845497,0.0002982748142326997,0.8772650849847751,0.0008632561213465102,0
495.5,0,0.002274390997556652,0,0.000028518951399217916,0.00029010158186512235,0.8606421474053123,0.0010908846495658994,0
496,0,0.0027390803231542664,0,0.00002984368944115664,0.0002816470133699381,0.846942803528577,0.0013466493597358617,0
496.5,0,0.0037600961161387064,0,0.000028495927235094828,0.00030914023529327636,0.8252142574321324,0.001735398205371211,0
497,0,0.0048449223093879066,0,0.000024397971600521447,0.0003326220415278552,0.8065065398576672,0.00217104123230526,0
497.5,0,0.006646034943357199,0,0.000019373688426919657,0.00035398048060367323,0.7869322637747331,0.0028073568205664065,0
498,0,0.008550145201032412,0,0.000017126037163786143,0.00037317044997735484,0.7648069275462978,0.003532598962841503,0
498.5,0,0.010317628280839571,0,0.00001582287142413638,0.000373265100686051,0.743245092845941,0.004520336755540639,0
499,0,0.012184200001949457,0,0.000014576958750647421,0.00037018409985425005,0.7219195410328106,0.005639471848988395,0
499.5,0,0.012853519099028545,0,0.000014435310233016085,0.0003717808197557924,0.7010984922255735,0.007260299286664665,0
500,0,0.013541141942855715,0,0.000014637275531483057,0.0003734604760033311,0.6804881043676186,0.009061644382270227,0
500.5,0,0.012382043470369657,0,0.000013016487810215299,0.00036384776364862544,0.6612046068850588,0.011637147160564666,0
501,0,0.01111930096218307,0,0.000009689528315784,0.0003518389233702086,0.6393687352440882,0.014509492651436737,0
501.5,0,0.009083375413364311,0,0.00000809456267098537,0.0003374819532846327,0.6188493788542931,0.018837278300047833,4.961500863296992e-13
502,0,0.006919693206386963,0,0.00000602590950910881,0.00032497606385619967,0.5985003015261746,0.023653092623952616,3.512772442874561e-13
502.5,0,0.005750310132665721,0,0.000006149947951214178,0.00032787267695212196,0.5730072281810086,0.03094210847342526,1.1060449572351617e-13
