Wavelength,UHP-T-405-EP,UHP-T-435-SR,UHP-T-488-SR,UHP-T-545-LA21,UHP-T-596-LA21,UHP-T-630-SR,UHP-T-670-SR,UHP-T-730-SR
401,0.999280648,0.012068966,0.006467066,0.008912208,-0.000172039,0.000215271,0,0
401.5,0.993975423,0.012911877,0.006556886,0.008605948,-0.000120395,0.000141713,0,0
402,0.985133383,0.013869732,0.006616766,0.008147905,-9.77E-05,0.00011261,0,0
402.5,0.972724553,0.014904215,0.006676647,0.008488073,-7.80E-05,0.000119014,0,0
403,0.956868827,0.016130268,0.006766467,0.011937665,-3.07E-05,0.00013285,0,0
403.5,0.937955852,0.017509579,0.006796407,0.013513637,7.07E-06,0.000183681,0,0
404,0.91598563,0.018888889,0.006826347,0.015379183,9.11E-06,0.000235083,0,0
404.5,0.891647539,0.020421456,0.006796407,0.016609066,4.84E-05,0.000152891,0,0
405,0.865211337,0.022068966,0.006796407,0.017576286,5.00E-05,7.30E-05,0,0
405.5,0.836677023,0.023831418,0.006796407,0.019149567,3.20E-05,0,0,0
406,0.806823897,0.025977011,0.006766467,0.021088314,6.15E-05,0,0,0
406.5,0.775831796,0.02835249,0.006736527,0.022780546,7.99E-05,0,0,0
407,0.744120343,0.031072797,0.006706587,0.025178952,0.000110526,0,0,0
407.5,0.712169105,0.034099617,0.006676647,0.027889538,0.000121382,0,0,0
408,0.68003803,0.037471264,0.006646707,0.030253496,0.000114803,0,0,0
408.5,0.648116765,0.04137931,0.006646707,0.032348333,9.67E-05,0,0,0
409,0.616495231,0.045210728,0.006646707,0.034865152,0.000125658,0,0,0
409.5,0.585593049,0.049808429,0.006646707,0.036693021,0.000125658,0,0,0
410,0.555440193,0.055172414,0.006646707,0.040834253,0.000152961,0,0,0
410.5,0.526246473,0.06091954,0.006646707,0.042105042,0.000167434,0,0,0
411,0.498341593,0.067049808,0.006676647,0.044060475,0.000151645,0,0,0
411.5,0.471725553,0.074329502,0.006676647,0.04636092,0.000121382,0,0,0
412,0.446668109,0.081992337,0.006706587,0.048134965,9.57E-05,0,0,0
412.5,0.42283956,0.090421456,0.006706587,0.05380911,8.98E-05,0,0,0
413,0.400149985,0.1,0.006706587,0.057024567,9.84E-05,0,0,0
413.5,0.378569412,0.110344828,0.006736527,0.062651347,9.01E-05,0,0,0
414,0.358037894,0.121455939,0.006796407,0.06807198,9.47E-05,0,0,0
414.5,0.338675324,0.133716475,0.006856287,0.072522163,7.11E-05,0,0,0
415,0.320301864,0.146743295,0.006856287,0.07620589,2.68E-05,0,0,0
415.5,0.302842581,0.16091954,0.006886228,0.079670553,-6.78E-06,5.97E-05,0,0
416,0.286144613,0.176245211,0.006886228,0.082880627,-3.42E-05,7.76E-05,0,0
416.5,0.270091064,0.192337165,0.006886228,0.087124664,-9.05E-05,0,0,0
417,0.254580027,0.209961686,0.006946108,0.092336998,-0.000131908,0,0,0
417.5,0.239503599,0.22835249,0.007005988,0.097712418,-0.000159868,0,0,0
418,0.224957693,0.248275862,0.007035928,0.102936593,-0.000151974,1.48E-05,0,0
418.5,0.211089178,0.269348659,0.007095808,0.107909948,-0.000122697,6.58E-05,0,0
419,0.197907044,0.291570881,0.007125749,0.112274012,-9.87E-05,0.000111724,0,0
419.5,0.185378322,0.314942529,0.007185629,0.117070823,-8.68E-05,0.00017296,0,0
420,0.173440069,0.339846743,0.007215569,0.122097464,-5.86E-05,0.000160324,0,0
420.5,0.162026344,0.365900383,0.007275449,0.127698408,-6.35E-05,0.000137425,0,0
421,0.151164122,0.394636015,0.007365269,0.133063064,-0.000107237,8.07E-05,0,0
421.5,0.14080245,0.421455939,0.00742515,0.138204888,-0.000110526,6.26E-05,0,0
422,0.1310822,0.448275862,0.00748503,0.143560932,-0.000136513,9.55E-05,0,0
422.5,0.122075308,0.478927203,0.00757485,0.14566492,-0.000196053,0.000190628,0,0
423,0.113703844,0.509578544,0.007694611,0.150992437,-0.000239474,0.000330168,0,0
423.5,0.105985792,0.540229885,0.007784431,0.155276842,-0.000283882,0.000487261,0,0
424,0.098879189,0.570881226,0.007814371,0.161027417,-0.000322368,0.000525827,0,0
424.5,0.092306106,0.605363985,0.007844311,0.166808135,-0.000332237,0.000581431,0,0
425,0.086185616,0.636015326,0.007874251,0.170966591,-0.000338816,0.000555244,0,0
425.5,0.08040382,0.666666667,0.007874251,0.175911957,-0.000332237,0.000556274,0,0
426,0.075050639,0.701149425,0.007934132,0.180285171,-0.000355263,0.000576057,0,0
426.5,0.070096099,0.731800766,0.007994012,0.184679377,-0.000332237,0.000577715,0,0
427,0.065573171,0.762452107,0.008053892,0.188154267,-0.000335526,0.000680462,0,0
427.5,0.061502835,0.793103448,0.008173653,0.191202868,-0.000368421,0.000750818,0,0
428,0.057783184,0.823754789,0.008323353,0.194016258,-0.000375,0.000724459,0,0
428.5,0.054378249,0.850574713,0.008473054,0.196536306,-0.000384868,0.000681348,0,0
429,0.051171136,0.877394636,0.008592814,0.200148447,-0.000351974,0.000602587,0,0
429.5,0.048212799,0.904214559,0.008742515,0.202321868,-0.000310197,0.000518308,0,0
430,0.045446289,0.923371648,0.008862275,0.205498032,-0.000328947,0.000534718,0,0
430.5,0.042853623,0.942528736,0.009041916,0.20881414,-0.000328947,0.000489462,0,0
431,0.040482757,0.961685824,0.009221557,0.212468802,-0.000305921,0.000530058,0,0
431.5,0.038375654,0.977011494,0.009401198,0.216061566,-0.000257566,0.000465362,0,0
432,0.036445392,0.98467433,0.009580838,0.217685442,-0.000245066,0.000399152,0,0
432.5,0.034572078,0.992337165,0.009790419,0.218548243,-0.000234539,0.000356784,0,0
433,0.032809365,0.996168582,0.00994012,0.218911018,-0.000222039,0.000244174,0,0
433.5,0.031068232,1,0.01011976,0.219413198,-0.000290132,0.000122015,0,0
434,0.029367264,0.996168582,0.010329341,0.220320674,-0.000264803,0.000065782,0,0
434.5,0.027720246,0.988505747,0.010568862,0.222160922,-0.00024375,2.98E-05,0,0
435,0.02616105,0.980842912,0.010778443,0.22490165,-0.000225,2.54E-05,0,0
435.5,0.02473913,0.969348659,0.011017964,0.226324761,-0.000167434,0,0,0
436,0.023381352,0.954022989,0.011287425,0.225797284,-0.000119079,0,0,0
436.5,0.022065836,0.9348659,0.011616766,0.225763375,-0.000108224,0,0,0
437,0.020836043,0.911877395,0.011976048,0.226594959,-7.34E-05,0,0,0
437.5,0.019649711,0.888888889,0.012365269,0.227443228,-2.34E-05,2.72E-05,0,0
438,0.018493352,0.862068966,0.012724551,0.227850138,1.08E-05,8.05E-05,0,0
438.5,0.01751803,0.835249042,0.013083832,0.228275888,3.88E-05,0.000107778,0,0
439,0.016615842,0.804597701,0.013473054,0.228021299,7.11E-05,5.30E-05,0,0
439.5,0.015839242,0.77394636,0.013892216,0.228234443,0.000105592,3.05E-05,0,0
440,0.015021877,0.739463602,0.014371257,0.228838889,0.000123355,5.36E-05,0,0
440.5,0.01427435,0.704980843,0.014850299,0.228982061,0.000101645,0.00011787,0,0
441,0.013543308,0.674329502,0.015329341,0.228555773,3.59E-05,0.000215957,0,0
441.5,0.012783492,0.639846743,0.015868263,0.228063282,-1.40E-05,0.000300321,0,0
442,0.012078227,0.605363985,0.016467066,0.228079429,-6.45E-05,0.000337486,0,0
442.5,0.011421518,0.570881226,0.017095808,0.228020223,-0.000129934,0.000267502,0,0
443,0.010718651,0.540229885,0.017754491,0.228554697,-0.000191118,9.82E-05,0,0
443.5,0.010004694,0.505747126,0.018413174,0.227697278,-0.000239803,0,0,0
444,0.009336895,0.475095785,0.019101796,0.226721984,-0.000223684,0,0,0
444.5,0.008694573,0.444444444,0.019850299,0.225573914,-0.000196053,0,0,0
445,0.008078178,0.417624521,0.020688623,0.223202959,-0.000144737,0,0,0
445.5,0.00746556,0.390804598,0.021526946,0.222980126,-9.47E-05,0.000030075,0,0
446,0.007017613,0.363984674,0.02239521,0.221065062,-8.78E-05,0,0,0
446.5,0.006481545,0.339846743,0.023353293,0.219828721,-5.82E-05,0,0,0
447,0.0059768,0.316858238,0.024371257,0.216897994,-4.61E-05,0,0,0
447.5,0.005569346,0.295785441,0.025449102,0.213296618,-1.12E-05,0,0,0
448,0.00521811,0.276245211,0.026616766,0.209871247,1.76E-05,0,0,0
448.5,0.004918324,0.257854406,0.027814371,0.205233217,-5.39E-06,0,0,0
449,0.004727704,0.240996169,0.029041916,0.203214272,-9.08E-05,0,0,0
449.5,0.004569357,0.224904215,0.030538922,0.199064966,-0.000121711,0,0,0
450,0.004427165,0.210344828,0.032035928,0.195495347,-0.000163487,0,0,0
450.5,0.004256199,0.196551724,0.033532934,0.190898762,-0.000176645,0,0,0
451,0.00402175,0.183908046,0.035329341,0.186148778,-0.000185197,0,0,0
451.5,0.003861544,0.172030651,0.036826347,0.18257539,-0.000192434,0,0,0
452,0.003667289,0.16091954,0.038922156,0.177376513,-0.000194408,0,0,0
452.5,0.003525456,0.150957854,0.040718563,0.173275648,-0.000160526,0,0,0
453,0.003449864,0.14137931,0.043113772,0.168249546,-0.000105263,3.09E-05,0,0
453.5,0.003302187,0.13256705,0.045209581,0.164007124,-5.07E-05,0.000166556,0,0
454,0.003152742,0.124521073,0.047904192,0.16042351,8.09E-06,0.000212383,0,0
454.5,0.002963073,0.116858238,0.050299401,0.15699491,2.97E-05,0.000265987,0,0
455,0.002749815,0.109578544,0.053293413,0.153483959,3.08E-05,0.000340174,0,0
455.5,0.002661364,0.103065134,0.056287425,0.149900345,0.00002,0.000391919,0,0
456,0.002603936,0.096934866,0.059580838,0.146437297,-1.46E-05,0.000498411,0,0
456.5,0.002511529,0.091187739,0.062874251,0.143853198,-4.44E-05,0.000579059,0,0
457,0.002484194,0.086206897,0.066766467,0.141843941,-7.01E-05,0.00061914,0,0
457.5,0.002359296,0.081226054,0.070658683,0.140166241,-0.000107237,0.000723973,0,0
458,0.002284573,0.076628352,0.075149701,0.13884109,-0.000141447,0.000828807,0,0
458.5,0.002191327,0.072796935,0.079640719,0.13816452,-0.000179605,0.000866801,0,0
459,0.002041462,0.068965517,0.084431138,0.138243103,-0.000241118,0.000843759,0,0
459.5,0.001991407,0.0651341,0.089820359,0.138736133,-0.000280921,0.000813112,0,0
460,0.001945848,0.062068966,0.095808383,0.138627408,-0.000297697,0.000848647,0,0
460.5,0.001997702,0.059003831,0.102095808,0.139059616,-0.000253289,0.000874063,0,0
461,0.002031871,0.056321839,0.108682635,0.13975018,-0.000228289,0.000896276,0,0
461.5,0.001935957,0.053639847,0.115868263,0.139983777,-0.000178947,0.000875921,0,0
462,0.001856828,0.051340996,0.123652695,0.140894483,-0.000129276,0.000836898,0,0
462.5,0.001812169,0.049042146,0.131736527,0.140939695,-0.00013125,0.000815885,0,0
463,0.001748026,0.046743295,0.140419162,0.14080029,-0.000132895,0.000824805,0,0
463.5,0.001773204,0.044827586,0.149700599,0.140571537,-0.000110526,0.000770515,0,0
464,0.001754321,0.042911877,0.159580838,0.140569384,-0.000126974,0.000672486,0,0
464.5,0.001735138,0.040996169,0.17005988,0.141028505,-0.000175329,0.000625257,0,0
465,0.001728544,0.039463602,0.180838323,0.141946745,-0.000183882,0.000614051,0,0
465.5,0.001633829,0.037931034,0.19251497,0.143035608,-0.000175658,0.000629088,0,0
466,0.001528024,0.036398467,0.204790419,0.142330512,-0.00018125,0.000621884,0,0
466.5,0.001305325,0.035019157,0.217964072,0.142904816,-0.000172368,0.00057963,0,0
467,0.001115596,0.033678161,0.231437126,0.143327874,-0.000175658,0.000565736,0,0
467.5,0.001006194,0.032452107,0.245808383,0.144483479,-0.000164145,0.000614937,0,0
468,0.000913877,0.031187739,0.260778443,0.146555172,-0.000193092,0.000632833,0,0
468.5,0.000778399,0.029923372,0.276047904,0.147648341,-0.000252303,0.000637665,0,0
469,0.000742731,0.028773946,0.292215569,0.148574117,-0.000212171,0.00056545,0,0
469.5,0.000649515,0.027701149,0.308383234,0.148355052,-0.000168092,0.00051725,0,0
470,0.000663603,0.026628352,0.326347305,0.148579499,-0.000128289,0.000496152,0,0
470.5,0.000703167,0.025555556,0.344311377,0.149074143,-0.000111842,0.00055453,0,0
471,0.000702268,0.024559387,0.362275449,0.150023064,-0.000106908,0.000618882,0,0
471.5,0.000673194,0.023601533,0.380239521,0.151546826,-7.04E-05,0.000615652,0,0
472,0.000653712,0.022605364,0.401197605,0.153061977,-8.49E-05,0.000596984,0,0
472.5,0.000686382,0.021685824,0.422155689,0.155198797,-8.39E-05,0.000540607,0,0
473,0.000656109,0.020766284,0.44011976,0.157072955,-0.000128289,0.000428683,0,0
473.5,0.000594665,0.019846743,0.461077844,0.159473513,-0.000179276,0.000237656,0,0
474,0.000652213,0.019003831,0.48502994,0.161381581,-0.000208224,0.000154663,0,0
474.5,0.000761914,0.018199234,0.505988024,0.163023218,-0.000233553,0.000146802,0,0
475,0.000756219,0.01743295,0.526946108,0.165501283,-0.000279276,0.000243688,0,0
475.5,0.000699271,0.016781609,0.547904192,0.168544503,-0.000280263,0.000255438,0,0
476,0.000595864,0.016206897,0.571856287,0.171980638,-0.000272697,0.000224962,0,0
476.5,0.00048916,0.015632184,0.592814371,0.175481901,-0.000284868,0.00010409,0,0
477,0.000449296,0.014980843,0.616766467,0.179696335,-0.000355263,3.00E-06,0,0
477.5,0.000437306,0.01440613,0.637724551,0.184478613,-0.000404605,0,0,0
478,0.000497252,0.01394636,0.661676647,0.18947888,-0.000365132,0,0,0
478.5,0.000583874,0.01348659,0.682634731,0.194445237,-0.000320066,0,0,0
479,0.000737037,0.012988506,0.706586826,0.199183918,-0.0003125,0,0,0
479.5,0.000793985,0.012528736,0.72754491,0.203543676,-0.000286842,2.74E-05,0,0
480,0.000711859,0.01210728,0.748502994,0.20848043,-0.000239474,2.58E-05,0,0
480.5,0.000656409,0.011570881,0.769461078,0.214497974,-0.000281908,0,0,0
481,0.000618943,0.011034483,0.790419162,0.221339565,-0.000365132,0,0,0
481.5,0.000608452,0.010574713,0.811377246,0.228715631,-0.000401316,0,0,0
482,0.000624937,0.010191571,0.832335329,0.236570732,-0.000398026,0,0,0
482.5,0.000695074,0.009770115,0.850299401,0.243304676,-0.000407895,0,0,0
483,0.000802677,0.009348659,0.868263473,0.252430565,-0.000434211,0,0,0
483.5,0.000836547,0.009003831,0.886227545,0.260651671,-0.000414474,0,0,0
484,0.00067739,0.00862069,0.901197605,0.269462689,-0.000417763,0,0,0
484.5,0.00054431,0.008275862,0.916167665,0.278445945,-0.000470395,0,0,0
485,0.000457089,0.008007663,0.928143713,0.287050279,-0.000476974,0,0,0
485.5,0.000496053,0.007854406,0.943113772,0.296948007,-0.000460526,0,0,0
486,0.00052243,0.007662835,0.952095808,0.30685973,-0.000444079,0,0,0
486.5,0.000505045,0.007471264,0.964071856,0.319107423,-0.000450658,0,0,0
487,0.000481666,0.007241379,0.973053892,0.33098319,-0.000467105,0,0,0
487.5,0.000486462,0.007011494,0.982035928,0.343481703,-0.000480263,0,0,0
488,0.000514936,0.006819923,0.988023952,0.356003361,-0.000473684,0,0,0
488.5,0.000579079,0.006743295,0.991017964,0.367613775,-0.000391447,0,0,0
489,0.00057728,0.006628352,0.997005988,0.380567641,-0.000342105,0,0,0
489.5,0.000660605,0.006398467,0.997005988,0.392631254,-0.000361842,0,0,0
490,0.000756819,0.006245211,1,0.405974807,-0.000375,0,0,0
490.5,0.000778399,0.006091954,0.997005988,0.420377081,-0.000414474,0,0,0
491,0.000785893,0.005938697,0.997005988,0.434872472,-0.000453947,2.40E-05,0,0
491.5,0.000834149,0.005823755,0.991017964,0.449724716,-0.000463816,6.75E-05,0,0
492,0.000963033,0.005785441,0.988023952,0.465707807,-0.000430921,7.30E-05,0,0
492.5,0.001131481,0.005747126,0.982035928,0.480972883,-0.000394737,1.40E-05,0,0
493,0.001195324,0.005670498,0.973053892,0.495401531,-0.000358553,0,0,0
493.5,0.001273254,0.00559387,0.964071856,0.510834539,-0.000348684,0,0,0
494,0.001178239,0.005555556,0.95508982,0.52646831,-0.000325329,8.28E-05,0,0
494.5,0.001051753,0.005478927,0.943113772,0.542288314,-0.000335526,0.000200834,0,0
495,0.000997202,0.005440613,0.931137725,0.557868799,-0.000345395,0.000291002,0,0
495.5,0.000971126,0.005402299,0.919161677,0.57291804,-0.000335526,0.000305239,0,0
496,0.001038865,0.00532567,0.904191617,0.591138064,-0.000328289,0.000317074,0,0
496.5,0.001068538,0.005210728,0.892215569,0.609437747,-0.000327961,0.000311528,0,0
497,0.001003197,0.005019157,0.874251497,0.625147949,-0.000355263,0.000353296,0,0
497.5,0.000865021,0.0048659,0.859281437,0.640055094,-0.000361842,0.000301808,0,0
498,0.000691777,0.004789272,0.844311377,0.655043514,-0.000348684,0.000256581,0,0
498.5,0.000619542,0.00467433,0.826347305,0.67066975,-0.000348684,0.000287085,0,0
499,0.000579978,0.004636015,0.808383234,0.687383235,-0.000311842,0.000334828,0,0
499.5,0.000546108,0.004559387,0.790419162,0.703504116,-0.000282237,0.000374823,0,0
500,0.000553002,0.004482759,0.77245509,0.718195964,-0.000286513,0.000332655,0,0
500.5,0.000580577,0.004367816,0.754491018,0.732241922,-0.000307895,0.000296719,0,0
501,0.000535318,0.004252874,0.736526946,0.744539671,-0.000320724,0.000336086,0,0
501.5,0.000420821,0.004176245,0.715568862,0.756679715,-0.000299013,0.00035058,0,0
502,0.000372565,0.004099617,0.69760479,0.769887093,-0.000257237,0.000427826,0,0
502.5,0.000292537,0.004022989,0.679640719,0.78283127,-0.000245724,0.000496409,0,0
503,0.000315916,0.003908046,0.661676647,0.7986798,-0.000226316,0.000552872,0,0
503.5,0.000315016,0.003869732,0.640718563,0.812701538,-0.00015625,0.00060839,0,0
504,0.000388151,0.003793103,0.622754491,0.825831947,-0.00014375,0.000673829,0,0
504.5,0.000392347,0.003720307,0.604790419,0.835423416,-0.00015,0.000709936,0,0
505,0.000386352,0.003678161,0.586826347,0.844497635,-0.000132566,0.000667311,0,0
505.5,0.000376161,0.003655172,0.568862275,0.856208162,-0.000114474,0.000569167,0,0
506,0.000407333,0.003636015,0.550898204,0.867230816,-1.00E-04,0.000508474,0,0
506.5,0.000448097,0.00362069,0.535928144,0.881150287,-6.61E-05,0.000431171,0,0
507,0.000550904,0.003582375,0.517964072,0.891464077,-2.93E-05,0.000347149,0,0
507.5,0.000615346,0.003532567,0.5,0.901228322,3.85E-08,0.000272648,0,0
508,0.000641423,0.003471264,0.48502994,0.910098008,1.98E-05,0.000177162,0,0
508.5,0.000643221,0.003455939,0.467065868,0.91924489,9.44E-05,6.43E-05,0,0
509,0.000561694,0.003413793,0.452095808,0.929395592,0.000142434,0,0,0
509.5,0.000401638,0.00340613,0.434131737,0.937376103,0.000199013,0,0,0
510,0.000292537,0.00335249,0.419161677,0.944403927,0.000202961,0,0,0
510.5,0.000240084,0.003295019,0.404191617,0.951071128,0.000188158,0,0,0
511,0.000217005,0.003226054,0.389221557,0.959432715,0.000153289,0,0,0
511.5,0.000188231,0.003222222,0.377245509,0.967906794,0.000166776,0,0,0
512,0.000140573,0.003226054,0.362275449,0.974978215,0.000180263,0,0,0
512.5,6.05E-05,0.003199234,0.347305389,0.980662048,0.000167105,0,0,0
513,0.00002218,0.003199234,0.335329341,0.986690895,0.000167434,0,0,0
513.5,2.31E-05,0.003233716,0.320359281,0.989573718,0.000199342,0,0,0
514,0.000136078,0.003291188,0.308383234,0.992786483,0.0002375,0,0,0
514.5,0.000221501,0.003291188,0.296407186,0.99407934,0.000216447,0.000054804,0,0
515,0.000406134,0.003287356,0.284431138,0.99501319,0.000197039,7.61E-05,0,0
515.5,0.000553901,0.003256705,0.272754491,0.997184457,0.000173026,0.000141713,0,0
516,0.000614147,0.003168582,0.261676647,0.999898811,0.000106579,0.000183795,0,0
516.5,0.000569188,0.00308046,0.250898204,0.998852468,5.16E-05,0.000179821,0,0
517,0.000595264,0.002965517,0.240718563,0.998399269,5.99E-07,0.000170816,0,0
517.5,0.000591967,0.002877395,0.230838323,0.998547824,-3.23E-05,0.00018937,0,0
518,0.000712459,0.002827586,0.221257485,0.999334733,-6.38E-05,0.000182651,0,0
518.5,0.000785293,0.002869732,0.211976048,1,-5.89E-05,0.000206008,0,0
519,0.000888101,0.002927203,0.203293413,0.999179181,-5.59E-05,0.000183566,0,0
519.5,0.000946848,0.002915709,0.194610778,0.996198936,-0.000118092,0.000181851,0,0
520,0.000962134,0.002831418,0.186526946,0.993404385,-0.000229934,0.000229394,0,0
520.5,0.00095494,0.002762452,0.178742515,0.992972715,-0.000289474,0.000340603,0,0
521,0.000857528,0.002701149,0.171556886,0.991995268,-0.000311842,0.000418563,0,0
521.5,0.000847937,0.002662835,0.164371257,0.990382695,-0.000292434,0.000471881,0,0
522,0.000842841,0.002624521,0.15748503,0.988447716,-0.000258553,0.00054378,0,0
522.5,0.000879408,0.002544061,0.151197605,0.986214551,-0.000264474,0.000601529,0,0
523,0.000864422,0.002448276,0.14491018,0.983437761,-0.000286842,0.000583661,0,0
523.5,0.00082216,0.002398467,0.138922156,0.980390236,-0.000289803,0.000553243,0,0
524,0.00074423,0.002363985,0.133233533,0.975227959,-0.000304605,0.000515564,0,0
524.5,0.000647117,0.002310345,0.128143713,0.970388088,-0.000351974,0.000459216,0,0
525,0.000559596,0.002245211,0.123053892,0.966288839,-0.000401316,0.000467764,0,0
525.5,0.00042202,0.002226054,0.118263473,0.960356876,-0.000401316,0.000411673,0,0
526,0.000357878,0.002203065,0.113772455,0.952484013,-0.000378289,0.000298149,0,0
526.5,0.000325807,0.002222222,0.109281437,0.94517738,-0.000303618,0.000206065,0,0
527,0.000276351,0.002229885,0.10508982,0.936960043,-0.000236184,0.000128048,0,0
527.5,0.000287741,0.002245211,0.100898204,0.928119959,-0.000161842,4.43E-05,0,0
528,0.000294335,0.002268199,0.097005988,0.920989332,-8.55E-05,2.76E-05,0,0
528.5,0.000210111,0.002264368,0.093413174,0.911957096,-2.68E-05,0.000114096,0,0
529,0.000175942,0.002222222,0.09011976,0.905145646,1.15E-05,0.000191257,0,0
529.5,0.000128884,0.002172414,0.086826347,0.900902147,4.01E-05,0.000259554,0,0
530,0.000153462,0.002145594,0.083532934,0.895149957,9.05E-05,0.000414704,0,0
530.5,0.000229593,0.002195402,0.080538922,0.894354435,0.000191118,0.000492464,0,0
531,0.000344989,0.002314176,0.077844311,0.89292648,0.000342105,0.000526742,0,0
531.5,0.000451394,0.002371648,0.075149701,0.89359067,0.000440789,0.000617796,0,0
532,0.000439704,0.002455939,0.07245509,0.896869639,0.000572368,0.000676202,0,0
532.5,0.000437606,0.002455939,0.069760479,0.90050331,0.000625,0.00071857,0,0
533,0.00043341,0.00243295,0.067365269,0.903099788,0.000657895,0.000811311,0,0
533.5,0.000415126,0.002429119,0.06497006,0.904743041,0.000703947,0.00081031,0,0
534,0.000528424,0.002490421,0.062874251,0.903120242,0.000792763,0.000712738,0,0
534.5,0.000641123,0.002475096,0.060778443,0.903814035,0.000835526,0.000638322,0,0
535,0.000716355,0.002421456,0.058982036,0.905083748,0.000871711,0.00065842,0,0
535.5,0.000718154,0.002394636,0.056886228,0.909037134,0.000944079,0.000705305,0,0
536,0.000629733,0.002356322,0.05508982,0.913647175,0.001006579,0.000735409,0,0
536.5,0.000503846,0.002348659,0.053293413,0.917377729,0.001088816,0.000650901,0,0
537,0.000365371,0.002356322,0.051497006,0.921372021,0.001174342,0.000527256,0,0
537.5,0.000359376,0.002386973,0.049700599,0.928055908,0.001269737,0.00042591,0,0
538,0.000428015,0.002386973,0.048203593,0.938830433,0.001338816,0.000376252,0,0
538.5,0.000489459,0.002383142,0.046706587,0.947622613,0.001421053,0.000296748,0,0
539,0.000517035,0.002383142,0.045209581,0.955934143,0.001513158,0.000319304,0,0
539.5,0.000417824,0.002371648,0.043712575,0.963893663,0.001598684,0.000382342,0,0
540,0.000317714,0.002375479,0.042215569,0.972029188,0.001707237,0.000428026,0,0
540.5,0.00030003,0.002321839,0.041017964,0.980249217,0.001773026,0.000419364,0,0
541,0.000254471,0.002279693,0.039820359,0.982781644,0.001855263,0.000274992,0,0
541.5,0.000140573,0.002237548,0.038622754,0.985682768,0.001950658,0.000110666,0,0
542,4.35E-05,0.002226054,0.03742515,0.987581685,0.002072368,8.28E-05,0,0
542.5,2.07E-05,0.002237548,0.036227545,0.990373007,0.002200658,0.000197346,0,0
543,5.19E-05,0.002218391,0.03502994,0.991783739,0.002302632,0.000278165,0,0
543.5,1.47E-05,0.002245211,0.034131737,0.992172888,0.002457237,0.00034835,0,0
544,0,0.002264368,0.033233533,0.9944039,0.002634868,0.000366018,0,0
544.5,0,0.002272031,0.032035928,0.995647777,0.002832237,0.000344605,0,0
545,0,0.002252874,0.031137725,0.99764573,0.003046053,0.000271218,0,0
545.5,0,0.002302682,0.030239521,0.99468863,0.003355263,0.00024526,0,0
546,0,0.00232567,0.029221557,0.990888643,0.003618421,0.000296348,0,0
546.5,0,0.002360153,0.028353293,0.986555258,0.003947368,0.000423823,0,0
547,0,0.002409962,0.02754491,0.982112072,0.004243421,0.000487204,0,0
547.5,0.00012229,0.002386973,0.026766467,0.979066699,0.004506579,0.00056951,0,0
548,0.000269457,0.002386973,0.025988024,0.978034352,0.004802632,0.000562534,0,0
548.5,0.000274553,0.002363985,0.025239521,0.977869111,0.005065789,0.000505129,0,0
549,0.000257168,0.002398467,0.024491018,0.978570979,0.005394737,0.000527628,0,0
549.5,0.000297332,0.002402299,0.023712575,0.978562367,0.005723684,0.00054987,0,0
550,0.000407633,0.002386973,0.023083832,0.976618237,0.006019737,0.000568938,0,0
550.5,0.000459187,0.002440613,0.02239521,0.972299923,0.006381579,0.000658735,0,0
551,0.000525127,0.002544061,0.021736527,0.966342125,0.006809211,0.000752447,0,0
551.5,0.000621041,0.002636015,0.021077844,0.960875203,0.007236842,0.000879752,0,0
552,0.00069987,0.002643678,0.020419162,0.957869122,0.007664474,0.00094722,0,0
552.5,0.000758018,0.002532567,0.019790419,0.954895874,0.008026316,0.001090105,0,0
553,0.000705865,0.002444444,0.019221557,0.950098525,0.008453947,0.001244111,0,0
553.5,0.000663003,0.002363985,0.018652695,0.944162256,0.008947368,0.001409667,0,0
554,0.000671096,0.002279693,0.018143713,0.938349783,0.009440789,0.001694379,0,0
554.5,0.000778399,0.002195402,0.01760479,0.934020704,0.009934211,0.001920542,0,0
555,0.000885103,0.002180077,0.017065868,0.932653032,0.010526316,0.002120795,0,0
555.5,0.000881506,0.002145594,0.016556886,0.929377292,0.011118421,0.00233239,0,0
556,0.000838945,0.002118774,0.016137725,0.925265663,0.011710526,0.002508623,0,0
556.5,0.000816765,0.002122605,0.015748503,0.920688993,0.012401316,0.002659896,0,0
557,0.000739734,0.0021341,0.015389222,0.916573596,0.013125,0.00272988,0,0
557.5,0.000624338,0.002137931,0.015,0.913379669,0.013914474,0.00282345,0,0
558,0.000473574,0.0021341,0.014610778,0.910436024,0.014769737,0.002911674,0,0
558.5,0.000452892,0.002111111,0.014251497,0.905939014,0.015625,0.003037406,0,0
559,0.000472974,0.002072797,0.013922156,0.901094299,0.016578947,0.00322203,0,0
559.5,0.00042232,0.002011494,0.013592814,0.893606818,0.017565789,0.003336012,0,0
560,0.000323409,0.001984674,0.013293413,0.887513382,0.018651316,0.003509143,0,0
560.5,0.000267659,0.001934866,0.012964072,0.882325269,0.019802632,0.003681818,0,0
561,0.000290439,0.00189272,0.012634731,0.878154972,0.021052632,0.003899404,0,0
561.5,0.000370167,0.001823755,0.01242515,0.874820025,0.022368421,0.004073593,0,0
562,0.00045589,0.001777778,0.012185629,0.870228284,0.023782895,0.004270139,0,0
562.5,0.000558997,0.001789272,0.011916168,0.864886235,0.025296053,0.004467971,0,0
563,0.000678289,0.001796935,0.011646707,0.858896141,0.026907895,0.004661686,0,0
